review_id,attribute_name,attribute_value
e8ede42d-4499-44e6-a803-9fce22c8ae04,cleanliness,medium
8cc4007e-c915-4f36-94aa-e4190850c68d,ambience,low
8cc4007e-c915-4f36-94aa-e4190850c68d,cleanliness,medium
8cc4007e-c915-4f36-94aa-e4190850c68d,service,low
8cc4007e-c915-4f36-94aa-e4190850c68d,comfort,low
8cc4007e-c915-4f36-94aa-e4190850c68d,wifi_speed,high
67489270-5e03-4c96-ab32-f144f2a65869,wifi_speed,medium
67489270-5e03-4c96-ab32-f144f2a65869,ambience,medium
67489270-5e03-4c96-ab32-f144f2a65869,service,high
b72ea7af-a6f5-4c5a-adc6-1a54b7c3f33e,wifi_speed,medium
b72ea7af-a6f5-4c5a-adc6-1a54b7c3f33e,service,low
b72ea7af-a6f5-4c5a-adc6-1a54b7c3f33e,comfort,high
b72ea7af-a6f5-4c5a-adc6-1a54b7c3f33e,cleanliness,medium
5b01a7c8-e0a9-4a18-8744-3e8f24a14a3f,comfort,low
5b01a7c8-e0a9-4a18-8744-3e8f24a14a3f,wifi_speed,low
5b01a7c8-e0a9-4a18-8744-3e8f24a14a3f,cleanliness,low
5b01a7c8-e0a9-4a18-8744-3e8f24a14a3f,ambience,low
5b01a7c8-e0a9-4a18-8744-3e8f24a14a3f,service,high
c87148a7-b19b-4102-8040-07eea02cd6a0,comfort,high
c87148a7-b19b-4102-8040-07eea02cd6a0,service,medium
c87148a7-b19b-4102-8040-07eea02cd6a0,cleanliness,high
06611f46-03d2-42bf-8e82-bf9544b1f92a,ambience,high
06611f46-03d2-42bf-8e82-bf9544b1f92a,wifi_speed,low
06611f46-03d2-42bf-8e82-bf9544b1f92a,service,low
06611f46-03d2-42bf-8e82-bf9544b1f92a,comfort,high
06611f46-03d2-42bf-8e82-bf9544b1f92a,cleanliness,medium
63bbcc68-05c6-4494-afb5-0017329ec5b3,service,medium
63bbcc68-05c6-4494-afb5-0017329ec5b3,comfort,high
73f7476b-2871-416b-8d4b-cf49ba7b4a42,cleanliness,high
73f7476b-2871-416b-8d4b-cf49ba7b4a42,comfort,medium
73f7476b-2871-416b-8d4b-cf49ba7b4a42,ambience,medium
73f7476b-2871-416b-8d4b-cf49ba7b4a42,service,medium
73f7476b-2871-416b-8d4b-cf49ba7b4a42,wifi_speed,medium
de99bd67-1535-4031-99d3-54ecfeb4656d,comfort,medium
de99bd67-1535-4031-99d3-54ecfeb4656d,ambience,high
de99bd67-1535-4031-99d3-54ecfeb4656d,cleanliness,high
de99bd67-1535-4031-99d3-54ecfeb4656d,service,high
de99bd67-1535-4031-99d3-54ecfeb4656d,wifi_speed,high
f52919d4-3b95-4e2f-8e71-c3f748f1d7f2,service,medium
f52919d4-3b95-4e2f-8e71-c3f748f1d7f2,cleanliness,medium
f52919d4-3b95-4e2f-8e71-c3f748f1d7f2,wifi_speed,high
7dbe2e3c-7c88-4b72-8bd9-dcc305d427b9,service,high
7dbe2e3c-7c88-4b72-8bd9-dcc305d427b9,comfort,medium
7dbe2e3c-7c88-4b72-8bd9-dcc305d427b9,cleanliness,medium
7dbe2e3c-7c88-4b72-8bd9-dcc305d427b9,ambience,low
7a4077a0-e719-4566-88ae-95734c017429,service,low
7a4077a0-e719-4566-88ae-95734c017429,ambience,low
7a4077a0-e719-4566-88ae-95734c017429,comfort,medium
7a4077a0-e719-4566-88ae-95734c017429,cleanliness,medium
7a4077a0-e719-4566-88ae-95734c017429,wifi_speed,medium
31d09e48-3870-4bbc-8f21-442f6dea9b5e,wifi_speed,low
31d09e48-3870-4bbc-8f21-442f6dea9b5e,comfort,high
31d09e48-3870-4bbc-8f21-442f6dea9b5e,service,low
31d09e48-3870-4bbc-8f21-442f6dea9b5e,ambience,high
c24d5a1b-3599-4381-b8b4-6662bd7a440e,ambience,high
c24d5a1b-3599-4381-b8b4-6662bd7a440e,comfort,high
c24d5a1b-3599-4381-b8b4-6662bd7a440e,cleanliness,low
c24d5a1b-3599-4381-b8b4-6662bd7a440e,service,high
c24d5a1b-3599-4381-b8b4-6662bd7a440e,wifi_speed,high
66f2c051-4f9f-49cb-a0af-6b722e264f3c,wifi_speed,medium
66f2c051-4f9f-49cb-a0af-6b722e264f3c,service,high
66f2c051-4f9f-49cb-a0af-6b722e264f3c,ambience,high
61fa291a-dbd4-4b3d-8c3c-236343eb1ca1,ambience,medium
61fa291a-dbd4-4b3d-8c3c-236343eb1ca1,wifi_speed,medium
61fa291a-dbd4-4b3d-8c3c-236343eb1ca1,comfort,medium
61fa291a-dbd4-4b3d-8c3c-236343eb1ca1,service,low
61fa291a-dbd4-4b3d-8c3c-236343eb1ca1,cleanliness,low
9ce2ea4e-ff5a-470c-a1b1-36aa144e8063,ambience,medium
9ce2ea4e-ff5a-470c-a1b1-36aa144e8063,comfort,low
9ce2ea4e-ff5a-470c-a1b1-36aa144e8063,service,medium
9ce2ea4e-ff5a-470c-a1b1-36aa144e8063,wifi_speed,high
9ce2ea4e-ff5a-470c-a1b1-36aa144e8063,cleanliness,medium
e0ee9702-c248-4552-aac8-5172dc40295b,cleanliness,low
e0ee9702-c248-4552-aac8-5172dc40295b,service,high
e0ee9702-c248-4552-aac8-5172dc40295b,ambience,medium
e0ee9702-c248-4552-aac8-5172dc40295b,wifi_speed,medium
e0ee9702-c248-4552-aac8-5172dc40295b,comfort,high
2f5a635f-e0ac-4a3b-bc37-f806ff415c26,cleanliness,high
2f5a635f-e0ac-4a3b-bc37-f806ff415c26,comfort,medium
2f5a635f-e0ac-4a3b-bc37-f806ff415c26,wifi_speed,medium
2f5a635f-e0ac-4a3b-bc37-f806ff415c26,ambience,low
4499bff3-2617-4587-a351-a49a8b0ac424,cleanliness,medium
4499bff3-2617-4587-a351-a49a8b0ac424,wifi_speed,low
4499bff3-2617-4587-a351-a49a8b0ac424,ambience,medium
4499bff3-2617-4587-a351-a49a8b0ac424,comfort,high
0be715dd-9a38-4591-8ed0-634dd011bccc,comfort,medium
0be715dd-9a38-4591-8ed0-634dd011bccc,wifi_speed,high
78521b73-d659-41ad-b70d-7cbbfb7bdc46,ambience,medium
78521b73-d659-41ad-b70d-7cbbfb7bdc46,cleanliness,low
78521b73-d659-41ad-b70d-7cbbfb7bdc46,comfort,medium
85b5304e-59de-43d9-956d-ccf4a7c069e4,ambience,low
85b5304e-59de-43d9-956d-ccf4a7c069e4,service,high
ab8e633e-528b-4ceb-ab47-92689ae5f200,wifi_speed,medium
ab8e633e-528b-4ceb-ab47-92689ae5f200,ambience,high
ab8e633e-528b-4ceb-ab47-92689ae5f200,service,low
a3740e74-6d9c-444d-97ce-e2ad922b1e87,cleanliness,medium
a3740e74-6d9c-444d-97ce-e2ad922b1e87,ambience,low
a3740e74-6d9c-444d-97ce-e2ad922b1e87,wifi_speed,medium
a3740e74-6d9c-444d-97ce-e2ad922b1e87,service,high
a9b899f2-ef1e-49a2-8d07-8e7c476edc38,wifi_speed,low
a9b899f2-ef1e-49a2-8d07-8e7c476edc38,comfort,low
8d7cb2ca-9071-47da-bb15-0f3f233a50b8,ambience,low
8d7cb2ca-9071-47da-bb15-0f3f233a50b8,comfort,low
8d7cb2ca-9071-47da-bb15-0f3f233a50b8,cleanliness,high
2ec119fe-da12-446f-a910-717acf2ee612,cleanliness,high
2ec119fe-da12-446f-a910-717acf2ee612,service,high
2ec119fe-da12-446f-a910-717acf2ee612,wifi_speed,low
2ec119fe-da12-446f-a910-717acf2ee612,comfort,low
2ec119fe-da12-446f-a910-717acf2ee612,ambience,low
3283ec01-6539-47bb-b7bb-6753211c2437,cleanliness,high
3283ec01-6539-47bb-b7bb-6753211c2437,service,high
3283ec01-6539-47bb-b7bb-6753211c2437,wifi_speed,low
3283ec01-6539-47bb-b7bb-6753211c2437,comfort,medium
3283ec01-6539-47bb-b7bb-6753211c2437,ambience,high
e72fe217-1a6f-411a-946f-15c97e2551d4,ambience,high
e72fe217-1a6f-411a-946f-15c97e2551d4,comfort,medium
c228b46b-edca-417f-a3dc-cede2c3a244a,comfort,low
c228b46b-edca-417f-a3dc-cede2c3a244a,cleanliness,medium
c228b46b-edca-417f-a3dc-cede2c3a244a,ambience,low
760037e5-862d-4eec-872b-d583f4e048da,service,low
760037e5-862d-4eec-872b-d583f4e048da,wifi_speed,low
760037e5-862d-4eec-872b-d583f4e048da,ambience,high
760037e5-862d-4eec-872b-d583f4e048da,comfort,medium
760037e5-862d-4eec-872b-d583f4e048da,cleanliness,low
1828f1a5-7e8a-4b98-a68a-7f91d3b81e68,comfort,low
1828f1a5-7e8a-4b98-a68a-7f91d3b81e68,cleanliness,high
1828f1a5-7e8a-4b98-a68a-7f91d3b81e68,ambience,medium
1828f1a5-7e8a-4b98-a68a-7f91d3b81e68,wifi_speed,low
8797f0aa-4cfe-460f-af6d-6c17b8abe551,service,high
8797f0aa-4cfe-460f-af6d-6c17b8abe551,comfort,high
8797f0aa-4cfe-460f-af6d-6c17b8abe551,ambience,low
8797f0aa-4cfe-460f-af6d-6c17b8abe551,cleanliness,high
dfa7b7b9-41e9-49d3-9025-97b2fa8d8cb3,wifi_speed,medium
dfa7b7b9-41e9-49d3-9025-97b2fa8d8cb3,ambience,low
dfa7b7b9-41e9-49d3-9025-97b2fa8d8cb3,comfort,medium
dfa7b7b9-41e9-49d3-9025-97b2fa8d8cb3,service,low
dfa7b7b9-41e9-49d3-9025-97b2fa8d8cb3,cleanliness,low
ce4bc6c2-5a9a-4512-8865-69f11afcb060,ambience,medium
ce4bc6c2-5a9a-4512-8865-69f11afcb060,comfort,high
7d6dbada-520b-4cdd-9ea1-5e2007fa2583,service,medium
7d6dbada-520b-4cdd-9ea1-5e2007fa2583,ambience,high
7d6dbada-520b-4cdd-9ea1-5e2007fa2583,wifi_speed,medium
410bf34e-de6d-4119-abcc-2c6970b8ff8d,comfort,high
410bf34e-de6d-4119-abcc-2c6970b8ff8d,service,low
410bf34e-de6d-4119-abcc-2c6970b8ff8d,cleanliness,medium
410bf34e-de6d-4119-abcc-2c6970b8ff8d,ambience,low
1901bb7a-54f4-4031-ad94-9c3c7817c445,service,high
1901bb7a-54f4-4031-ad94-9c3c7817c445,wifi_speed,high
1b999e80-359e-4b12-8b45-3e4aa73d016d,service,medium
1b999e80-359e-4b12-8b45-3e4aa73d016d,comfort,high
1b999e80-359e-4b12-8b45-3e4aa73d016d,cleanliness,medium
1b999e80-359e-4b12-8b45-3e4aa73d016d,wifi_speed,high
1b999e80-359e-4b12-8b45-3e4aa73d016d,ambience,low
cdac24f3-b697-4c46-b1f9-ee41b6975783,wifi_speed,high
cdac24f3-b697-4c46-b1f9-ee41b6975783,comfort,low
cdac24f3-b697-4c46-b1f9-ee41b6975783,ambience,medium
b5b37eb3-e99e-479c-a75b-eec061b0a543,ambience,low
b5b37eb3-e99e-479c-a75b-eec061b0a543,cleanliness,low
b5b37eb3-e99e-479c-a75b-eec061b0a543,comfort,high
b5b37eb3-e99e-479c-a75b-eec061b0a543,wifi_speed,medium
b5b37eb3-e99e-479c-a75b-eec061b0a543,service,high
21592a04-b67c-4272-aecc-4fc12948a81c,comfort,high
21592a04-b67c-4272-aecc-4fc12948a81c,service,high
21592a04-b67c-4272-aecc-4fc12948a81c,wifi_speed,medium
b814c232-3d8c-4647-9ae1-9adc0d65f162,wifi_speed,low
b814c232-3d8c-4647-9ae1-9adc0d65f162,ambience,high
b814c232-3d8c-4647-9ae1-9adc0d65f162,cleanliness,medium
b814c232-3d8c-4647-9ae1-9adc0d65f162,service,high
3a14cb3e-6438-46a0-b58d-2562759c9311,wifi_speed,high
3a14cb3e-6438-46a0-b58d-2562759c9311,service,low
3a14cb3e-6438-46a0-b58d-2562759c9311,comfort,low
3a14cb3e-6438-46a0-b58d-2562759c9311,ambience,high
3a14cb3e-6438-46a0-b58d-2562759c9311,cleanliness,low
9268b91a-7aa6-421b-b5f4-9c6f1cc40127,ambience,low
9268b91a-7aa6-421b-b5f4-9c6f1cc40127,service,high
9268b91a-7aa6-421b-b5f4-9c6f1cc40127,wifi_speed,medium
fa47f18d-4b2f-4911-ae13-07abfdd80959,ambience,high
fa47f18d-4b2f-4911-ae13-07abfdd80959,cleanliness,medium
fa47f18d-4b2f-4911-ae13-07abfdd80959,wifi_speed,high
fa47f18d-4b2f-4911-ae13-07abfdd80959,comfort,medium
fa47f18d-4b2f-4911-ae13-07abfdd80959,service,medium
f6ebc14f-2f90-4227-8792-2e797bddfc48,wifi_speed,high
f6ebc14f-2f90-4227-8792-2e797bddfc48,ambience,high
f6ebc14f-2f90-4227-8792-2e797bddfc48,service,low
f6ebc14f-2f90-4227-8792-2e797bddfc48,comfort,low
7f29f0b3-2520-4ee7-bbb9-35d69c663c22,cleanliness,low
7f29f0b3-2520-4ee7-bbb9-35d69c663c22,comfort,low
7f29f0b3-2520-4ee7-bbb9-35d69c663c22,service,low
2a008b3e-3966-4a38-8dca-5aeaf0601d6a,cleanliness,high
2a008b3e-3966-4a38-8dca-5aeaf0601d6a,wifi_speed,low
2a008b3e-3966-4a38-8dca-5aeaf0601d6a,ambience,low
2a008b3e-3966-4a38-8dca-5aeaf0601d6a,comfort,medium
2a008b3e-3966-4a38-8dca-5aeaf0601d6a,service,high
aff934e6-7e79-4f6c-84ea-dc8413579e62,wifi_speed,low
aff934e6-7e79-4f6c-84ea-dc8413579e62,ambience,medium
aff934e6-7e79-4f6c-84ea-dc8413579e62,service,high
11102d5f-ed33-4d8e-b009-3e90582511fe,wifi_speed,low
11102d5f-ed33-4d8e-b009-3e90582511fe,cleanliness,high
11102d5f-ed33-4d8e-b009-3e90582511fe,ambience,high
11102d5f-ed33-4d8e-b009-3e90582511fe,comfort,high
11102d5f-ed33-4d8e-b009-3e90582511fe,service,low
5c0efc42-83a6-452a-b77d-44cd9a680830,ambience,low
5c0efc42-83a6-452a-b77d-44cd9a680830,cleanliness,low
5c0efc42-83a6-452a-b77d-44cd9a680830,wifi_speed,low
eed6a7c9-76c5-448f-a7c3-83384ceaba7f,ambience,medium
eed6a7c9-76c5-448f-a7c3-83384ceaba7f,wifi_speed,low
eed6a7c9-76c5-448f-a7c3-83384ceaba7f,service,low
8dc17fc5-a0bb-4f8e-a555-7701da96f1e5,service,medium
8dc17fc5-a0bb-4f8e-a555-7701da96f1e5,ambience,medium
8dc17fc5-a0bb-4f8e-a555-7701da96f1e5,comfort,medium
8dc17fc5-a0bb-4f8e-a555-7701da96f1e5,wifi_speed,low
4c4eaead-ef62-4fbd-a64e-f163ca3c9847,ambience,medium
4c4eaead-ef62-4fbd-a64e-f163ca3c9847,wifi_speed,medium
4c4eaead-ef62-4fbd-a64e-f163ca3c9847,comfort,low
4c4eaead-ef62-4fbd-a64e-f163ca3c9847,service,medium
4c4eaead-ef62-4fbd-a64e-f163ca3c9847,cleanliness,medium
609136d0-031e-48ef-b157-26dfaf0ec070,ambience,high
609136d0-031e-48ef-b157-26dfaf0ec070,cleanliness,high
609136d0-031e-48ef-b157-26dfaf0ec070,comfort,high
609136d0-031e-48ef-b157-26dfaf0ec070,service,low
e1a700a4-63ad-4920-be80-d8d2a69202c9,wifi_speed,medium
e1a700a4-63ad-4920-be80-d8d2a69202c9,cleanliness,high
e1a700a4-63ad-4920-be80-d8d2a69202c9,comfort,low
e1a700a4-63ad-4920-be80-d8d2a69202c9,ambience,high
e1a700a4-63ad-4920-be80-d8d2a69202c9,service,high
225b9746-506b-4e9c-869b-699f43d19cee,cleanliness,low
225b9746-506b-4e9c-869b-699f43d19cee,service,low
225b9746-506b-4e9c-869b-699f43d19cee,comfort,high
225b9746-506b-4e9c-869b-699f43d19cee,wifi_speed,low
59b77c9f-e361-4712-9933-82e780f57736,cleanliness,high
59b77c9f-e361-4712-9933-82e780f57736,ambience,medium
59b77c9f-e361-4712-9933-82e780f57736,comfort,high
59b77c9f-e361-4712-9933-82e780f57736,wifi_speed,low
59b77c9f-e361-4712-9933-82e780f57736,service,high
5140f3fb-d563-4b97-844c-4e3c316d4690,service,high
5140f3fb-d563-4b97-844c-4e3c316d4690,cleanliness,high
c41eb651-a061-4516-a40c-84a900e5e7ae,cleanliness,high
c41eb651-a061-4516-a40c-84a900e5e7ae,comfort,low
c41eb651-a061-4516-a40c-84a900e5e7ae,service,medium
b758d49d-c497-45a5-843d-c5329865ca4f,ambience,high
b758d49d-c497-45a5-843d-c5329865ca4f,wifi_speed,low
b758d49d-c497-45a5-843d-c5329865ca4f,service,medium
b758d49d-c497-45a5-843d-c5329865ca4f,comfort,medium
5ce80f4b-4dc7-4c6e-bf22-9712d9a89976,cleanliness,high
5ce80f4b-4dc7-4c6e-bf22-9712d9a89976,wifi_speed,low
5ce80f4b-4dc7-4c6e-bf22-9712d9a89976,comfort,medium
ba5c0af0-04e4-4a5c-b0fd-5550fd4c8216,ambience,medium
ba5c0af0-04e4-4a5c-b0fd-5550fd4c8216,cleanliness,medium
4ce2d7be-1f30-4e1b-a9fe-59a73aa1924f,cleanliness,high
4ce2d7be-1f30-4e1b-a9fe-59a73aa1924f,service,high
4ce2d7be-1f30-4e1b-a9fe-59a73aa1924f,comfort,high
4ce2d7be-1f30-4e1b-a9fe-59a73aa1924f,ambience,low
09a34f8e-4d45-4b2f-801b-2f4ef62740d1,wifi_speed,medium
09a34f8e-4d45-4b2f-801b-2f4ef62740d1,comfort,high
09a34f8e-4d45-4b2f-801b-2f4ef62740d1,cleanliness,low
701c20c5-de92-4832-b911-3b646ebecd4f,service,low
701c20c5-de92-4832-b911-3b646ebecd4f,ambience,high
701c20c5-de92-4832-b911-3b646ebecd4f,wifi_speed,medium
701c20c5-de92-4832-b911-3b646ebecd4f,comfort,low
701c20c5-de92-4832-b911-3b646ebecd4f,cleanliness,medium
82558285-44d1-4783-9078-08d16c39c9cc,comfort,high
82558285-44d1-4783-9078-08d16c39c9cc,ambience,high
82558285-44d1-4783-9078-08d16c39c9cc,cleanliness,high
82558285-44d1-4783-9078-08d16c39c9cc,wifi_speed,medium
82558285-44d1-4783-9078-08d16c39c9cc,service,medium
fb37dc0b-50c5-41c3-bec4-f780d91d5736,cleanliness,high
fb37dc0b-50c5-41c3-bec4-f780d91d5736,wifi_speed,high
fb37dc0b-50c5-41c3-bec4-f780d91d5736,service,medium
fb37dc0b-50c5-41c3-bec4-f780d91d5736,ambience,low
0f8161c7-58c1-4fdd-b1e1-9bec994601d9,wifi_speed,low
0f8161c7-58c1-4fdd-b1e1-9bec994601d9,cleanliness,medium
6845cf00-550e-4a8f-a7f4-34de07fa7d76,wifi_speed,high
6845cf00-550e-4a8f-a7f4-34de07fa7d76,ambience,low
6845cf00-550e-4a8f-a7f4-34de07fa7d76,cleanliness,medium
ceb94485-e9fd-46db-a3d3-fb8a4a6d0813,cleanliness,medium
ceb94485-e9fd-46db-a3d3-fb8a4a6d0813,ambience,medium
ceb94485-e9fd-46db-a3d3-fb8a4a6d0813,comfort,low
ceb94485-e9fd-46db-a3d3-fb8a4a6d0813,service,low
0b979de0-438e-4e2f-b1fa-ba6935bd68e5,service,low
0b979de0-438e-4e2f-b1fa-ba6935bd68e5,ambience,medium
0b979de0-438e-4e2f-b1fa-ba6935bd68e5,wifi_speed,low
0b979de0-438e-4e2f-b1fa-ba6935bd68e5,comfort,medium
0b979de0-438e-4e2f-b1fa-ba6935bd68e5,cleanliness,low
15fc4a95-2793-441a-997d-e7faa6ca7a9f,cleanliness,high
15fc4a95-2793-441a-997d-e7faa6ca7a9f,ambience,medium
0739903a-932d-4f8f-b097-9df805ebe664,comfort,low
0739903a-932d-4f8f-b097-9df805ebe664,ambience,high
0739903a-932d-4f8f-b097-9df805ebe664,cleanliness,medium
c976c706-3e15-4913-9bc8-8be7956ddc19,wifi_speed,high
c976c706-3e15-4913-9bc8-8be7956ddc19,comfort,low
c976c706-3e15-4913-9bc8-8be7956ddc19,cleanliness,low
7daf592a-9c70-4429-9864-e50a45d3b37f,ambience,low
7daf592a-9c70-4429-9864-e50a45d3b37f,cleanliness,low
7daf592a-9c70-4429-9864-e50a45d3b37f,wifi_speed,low
15f1b38e-054f-4d12-8e4c-7d341f1fe76c,wifi_speed,medium
15f1b38e-054f-4d12-8e4c-7d341f1fe76c,comfort,high
15f1b38e-054f-4d12-8e4c-7d341f1fe76c,service,high
bb6a3426-70ee-4001-b8f2-a5a887b2920d,comfort,medium
bb6a3426-70ee-4001-b8f2-a5a887b2920d,cleanliness,medium
bb6a3426-70ee-4001-b8f2-a5a887b2920d,ambience,low
1f2c9371-8f06-41d0-aa61-e9c194aa8f88,cleanliness,medium
1f2c9371-8f06-41d0-aa61-e9c194aa8f88,ambience,high
1f2c9371-8f06-41d0-aa61-e9c194aa8f88,wifi_speed,low
1f2c9371-8f06-41d0-aa61-e9c194aa8f88,service,medium
6eb8e6d5-6daa-4f58-b9c3-20a34f4da011,comfort,high
6eb8e6d5-6daa-4f58-b9c3-20a34f4da011,ambience,medium
8cd48698-1bc9-4681-ba93-bf70d5baa4a9,comfort,high
8cd48698-1bc9-4681-ba93-bf70d5baa4a9,cleanliness,high
8cd48698-1bc9-4681-ba93-bf70d5baa4a9,service,medium
8cd48698-1bc9-4681-ba93-bf70d5baa4a9,wifi_speed,high
8cd48698-1bc9-4681-ba93-bf70d5baa4a9,ambience,medium
c853d9b5-2229-4d5b-a2b0-543ba0b204ad,ambience,medium
c853d9b5-2229-4d5b-a2b0-543ba0b204ad,comfort,medium
57843876-1ca8-4433-85b7-e0b968a7b1cb,ambience,high
57843876-1ca8-4433-85b7-e0b968a7b1cb,comfort,high
57843876-1ca8-4433-85b7-e0b968a7b1cb,wifi_speed,low
57843876-1ca8-4433-85b7-e0b968a7b1cb,service,low
57843876-1ca8-4433-85b7-e0b968a7b1cb,cleanliness,medium
7f4daa7e-2d9a-4b9a-b8c2-4eba294fae76,service,low
7f4daa7e-2d9a-4b9a-b8c2-4eba294fae76,ambience,high
7f4daa7e-2d9a-4b9a-b8c2-4eba294fae76,cleanliness,high
7f4daa7e-2d9a-4b9a-b8c2-4eba294fae76,comfort,low
80753f41-7c0a-4772-8260-bf393453f105,wifi_speed,low
80753f41-7c0a-4772-8260-bf393453f105,cleanliness,low
80753f41-7c0a-4772-8260-bf393453f105,ambience,medium
d290a17c-8021-4256-970f-def000ac33e1,cleanliness,low
d290a17c-8021-4256-970f-def000ac33e1,service,medium
d290a17c-8021-4256-970f-def000ac33e1,comfort,high
d290a17c-8021-4256-970f-def000ac33e1,ambience,medium
8c66f985-0e4b-455f-952d-a4f9de8d3c9b,wifi_speed,medium
8c66f985-0e4b-455f-952d-a4f9de8d3c9b,service,low
704e3352-8afe-45d1-a4ce-8dcf1b5352a7,cleanliness,high
704e3352-8afe-45d1-a4ce-8dcf1b5352a7,service,low
704e3352-8afe-45d1-a4ce-8dcf1b5352a7,wifi_speed,high
053a8c24-9313-41ed-9d01-09f8f2140ced,wifi_speed,low
053a8c24-9313-41ed-9d01-09f8f2140ced,cleanliness,low
053a8c24-9313-41ed-9d01-09f8f2140ced,comfort,low
053a8c24-9313-41ed-9d01-09f8f2140ced,ambience,high
299f64e8-d9d4-42df-9094-b1b7de6b98d4,wifi_speed,high
299f64e8-d9d4-42df-9094-b1b7de6b98d4,comfort,high
78a990eb-e893-4c65-a565-37e783cac37f,ambience,high
78a990eb-e893-4c65-a565-37e783cac37f,service,medium
78a990eb-e893-4c65-a565-37e783cac37f,wifi_speed,low
b67f4ab3-2146-4ce9-a5ee-60ecdacef957,ambience,medium
b67f4ab3-2146-4ce9-a5ee-60ecdacef957,service,medium
b67f4ab3-2146-4ce9-a5ee-60ecdacef957,cleanliness,high
b67f4ab3-2146-4ce9-a5ee-60ecdacef957,wifi_speed,medium
b67f4ab3-2146-4ce9-a5ee-60ecdacef957,comfort,low
d59bbeb1-281e-4fb5-83c7-1c2db7f19f6d,comfort,high
d59bbeb1-281e-4fb5-83c7-1c2db7f19f6d,wifi_speed,high
