wifi_spot_id,wifi_spot_name,wifi_spot_latitude,wifi_spot_longitude,wifi_spot_description,wifi_spot_air_conditioning,wifi_spot_child_friendly,wifi_spot_covered_area,wifi_spot_crowded,wifi_spot_disabled_access,wifi_spot_good_view,wifi_spot_noise_level,wifi_spot_signal_strength,wifi_spot_wifi_quality,wifi_spot_bandwidth_limitations,wifi_spot_location_type,wifi_spot_management,wifi_spot_available_power_outlets,wifi_spot_charging_stations,wifi_spot_pet_friendly,wifi_spot_food_options,wifi_spot_drink_options,wifi_spot_restrooms_available,wifi_spot_parking_availability,wifi_spot_user_id,wifi_spot_create_date_time,wifi_spot_address_line_1,wifi_spot_address_line_2,wifi_spot_address_city,wifi_spot_address_district,wifi_spot_address_country,wifi_spot_address_zip_code
f0c274b2-4c64-4d99-9dc1-781fefbedd3b,Cunha,-83.5703815,95.717193,Excepturi odit et tempora.,False,False,True,False,False,True,3,0,2,False,4,0,False,True,False,True,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-10-30 04:27:35,Travessa Bryan Freitas, 35,,São Salvador de Lordelo,Évora,Madagáscar,9070-360
1fe2d977-d52a-4c04-932b-8a5cbff1d7f6,Matias e Filhos,-61.3430905,149.831984,Nemo laborum veritatis saepe eum.,True,True,True,False,True,True,1,2,1,False,2,0,True,False,True,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-11-08 21:34:32,Avenida Abreu, S/N,,Lisboa,Castelo Branco,Kuwait,6035-205
c3bd05c6-259b-44bd-94fd-50aad2657cce,Baptista S/A,66.2766325,-44.536653,Unde quaerat nobis cum.,False,True,True,True,True,True,0,0,1,True,1,2,False,True,False,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-03-25 15:15:58,R. de Vandoma, S/N,,Ourém,Bragança,Ucrânia,5873-684
56ed0657-8161-4264-99aa-e5c379d4d858,Macedo Lda.,40.4310725,-141.833619,Aut eius fuga voluptatibus deleniti.,True,False,False,True,False,False,2,1,2,True,3,0,False,False,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-07-01 04:09:25,Praça Andrade, 35,,Lixa,Aveiro,Macedónia do Norte,9881-523
24934045-4821-467c-a41f-6ff450a85ee9,Torres Alves S/A,-56.5633565,-15.948216,Maxime ducimus nulla animi tempora minus.,False,False,True,True,False,False,0,0,0,True,2,1,True,False,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-08-12 02:14:07,Av de Almeida, 1,,Costa da Caparica,Portalegre,Spratly Islands,7838-376
f823bfc3-d811-4023-bf6f-9c20b567430b,Brito S/A,-22.647841,8.082795,At repudiandae iste dolore quaerat pariatur.,True,True,False,False,False,True,0,0,1,False,1,1,False,True,False,False,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-06-01 16:55:59,Avenida Carvalho, 36,,Elvas,Portalegre,Ilha Bouvet,4703-571
6a4074a9-b78e-426f-97c6-0f2aaf67b7c0,Pires S.A.,-55.737494,-18.450868,Aliquam dolorum officia dicta beatae enim.,True,False,False,False,True,True,2,2,0,False,2,2,True,True,False,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-09-01 18:51:21,Alameda Gaspar Abreu, S/N,,Santarém,Lisboa,Svalbard e Jan Mayen,4066-310
682fa251-a13b-43bc-a932-a3b1b79f4049,Gaspar,84.887290,-28.560678,Sunt vel suscipit voluptatibus unde iusto neque.,True,True,True,True,False,False,0,0,1,False,2,1,False,False,True,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-11-15 07:45:18,Av Alves, 47,,Mealhada,Braga,Suécia,2440-413
53f10ad7-f11c-4581-9032-0b93aa0b5417,Matias Lda.,74.6795125,110.667608,Aliquid optio quo minima quos reiciendis aliquam.,False,True,True,False,True,False,2,2,2,True,5,0,False,True,False,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-05-23 21:24:13,Praça Violeta Cruz, 835,,Felgueiras,Porto,Ilhas Salomão,7993-638
eec34d69-8b2f-4a97-bff7-357d002930d7,Esteves,15.5878265,68.168932,Ad facere temporibus fugiat earum blanditiis.,True,True,False,True,True,False,2,0,0,False,0,0,True,False,True,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-02-26 11:49:57,R. de Fernão de Magalhães, 44,,Amarante,Lisboa,Faroé,1926-639
091b9656-d47b-4bbb-a8a7-e6de4c3605f3,Pinho S.A.,-1.0901315,48.192544,Assumenda accusamus eligendi ab nobis.,True,True,True,False,True,False,2,1,2,False,6,1,False,True,False,True,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-10-01 08:19:53,Avenida dos Rouxinóis, 96,,Beja,Braga,Santa Helena,4260-630
c65dc47a-95b2-4ec3-87af-5764841973b4,Faria e Filhos,-40.8957855,171.807670,Sit autem ab sed minus architecto.,True,False,False,True,False,False,2,0,0,True,0,1,True,False,False,True,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-08-16 10:53:12,R. das Tágides, S/N,,Silves,Bragança,Emiratos Árabes Unidos,9016-216
ffee31c0-c686-4a83-a9c8-d8ff824a816d,Carneiro,76.938821,-107.950305,Ab vel numquam tempora illum nisi cum.,True,True,False,True,False,True,3,2,0,True,5,1,True,False,False,False,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-04-02 23:24:53,R. Pacheco, 955,,Vendas Novas,Guarda,Islândia,8177-397
04936fd1-1e02-42dd-939a-63591760a0de,Cunha,-72.925836,123.028078,Optio rem ipsa sapiente necessitatibus delectus.,False,True,False,True,True,False,0,0,1,True,4,0,True,False,True,True,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-05-19 22:10:47,Rua Mariana Cruz, 50,,Angra do Heroísmo,Guarda,Reino Unido,4327-014
90e7d303-4aa4-4888-929e-57f3096a1bec,Silva,-35.614610,71.896993,Earum officiis laboriosam recusandae nisi.,False,True,False,False,True,True,1,2,1,True,4,2,False,True,True,True,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-11-02 17:02:51,Rua Vasco Nascimento, 49,,Guimarães,Viseu,Tokelau,2188-384
a00bab0b-ad0a-4761-a99d-4a9ff0550d19,Pinto,89.5364405,-175.195715,Exercitationem quo autem quas.,True,False,False,False,False,False,3,1,1,False,6,0,False,False,True,True,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-01-16 02:46:38,Avenida Nicole Sá, 5,,Odivelas,Évora,Albânia,5550-772
247ff434-72d7-4c93-b209-abfaa4acfca2,Gonçalves,35.5792535,-45.531854,Perspiciatis consequuntur optio illo.,True,True,False,True,False,False,2,0,0,False,5,1,False,False,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-10-10 04:12:22,Rua Magalhães, 60,,Vila do Conde,Viana do Castelo,Líbano,0702-889
aca61862-3345-4c54-874d-b70c75dde95c,Almeida Baptista S/A,42.0974685,-108.549577,Qui perspiciatis ex impedit nulla nemo.,False,True,True,False,True,True,3,2,2,True,2,2,False,False,True,True,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-04-04 04:49:45,Alameda Lopes, 541,,Almeirim,Coimbra,Jersey,1911-567
b41c68a2-ca70-47ad-a177-72e3b5ff09ba,Marques Lda.,-76.5096465,161.160145,Voluptates ducimus ad iusto eos asperiores.,True,False,True,False,False,True,2,0,0,False,5,0,True,True,True,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2025-01-31 09:23:09,Av Íris Maia, 1,,Vila do Conde,Vila Real,Zâmbia,2078-126
770aad8a-a892-4eab-992b-5f8c0cbdbe0d,Lima,-46.5633675,179.832343,Laboriosam vel enim voluptatem.,True,True,False,True,True,False,1,0,0,False,1,1,False,True,True,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-10-10 05:08:14,Av de Paiva, 91,,Porto,Viseu,Estónia,5654-365
19f8930b-ff50-4be7-93f1-7544c233e649,Gaspar,-68.4189495,-74.094050,Incidunt mollitia est.,True,False,True,False,False,True,3,2,1,False,2,1,True,False,False,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-10-07 22:47:58,Praça Matilde Moura, 80,,Ílhavo,Faro,Maurícia,2479-567
19cd9e45-8fd1-4f59-be1f-f8f991a147e0,Rodrigues,-69.462321,142.231782,Cumque beatae iure quas labore.,True,True,False,True,False,False,2,2,0,True,3,0,True,False,False,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-02-11 09:57:26,Largo Luana Carvalho, S/N,,Ribeira Grande,Évora,Japão,5845-432
a3dfe35c-02a0-41fb-8f66-77e9aec9b1de,Silva,-79.7271645,150.324953,Dolor necessitatibus exercitationem eius.,True,True,True,False,True,False,0,0,1,True,6,1,False,True,True,True,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-07-12 07:16:00,Largo Reis, S/N,,Porto,Évora,Panamá,9177-428
fe39a4a9-8cb3-49a0-8247-92094df0c867,Andrade e Filhos,24.380470,122.397502,Ullam soluta natus officiis architecto aut.,True,False,False,False,False,True,1,2,2,False,5,1,False,True,True,True,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-05-31 20:28:59,Avenida Jesus, 2,,Valpaços,Faro,Paraguai,4222-964
7738434f-9165-46ef-946b-9b8fc8bb80e5,Garcia,84.181301,117.620622,Incidunt dolorem blanditiis esse id.,False,True,False,True,True,False,1,0,0,False,5,0,True,True,False,False,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-11-14 09:09:34,Avenida Amélia Fernandes, 42,,Santa Cruz,Coimbra,Egipto,0771-892
0e1ef97f-08a7-470b-93e8-f23d3b41d5cc,Azevedo,59.2499495,98.634488,Odio vero suscipit voluptate nihil nisi repellat.,False,True,False,False,False,False,2,2,1,False,4,0,True,True,False,True,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-04-09 23:44:24,Alameda Abreu, 32,,Vizela,Santarém,Spratly Islands,7613-826
ca3efba7-4bfb-4728-8287-f1a88577c01a,Lima,-79.895473,-132.193695,Illum ut reiciendis soluta.,False,True,True,False,False,True,1,2,0,True,5,0,False,False,False,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-02-29 05:07:27,R. Lúcia Marques, 40,,Gondomar,Lisboa,Reino Unido,3835-281
184b998b-e535-4c00-ba1d-6b7d26adbd9f,Garcia S.A.,-80.850839,-163.589972,Quas error dicta natus vel quisquam sapiente.,True,True,True,False,False,False,2,1,0,True,3,0,False,False,True,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-04-06 03:30:08,Rua Loureiro, 142,,Anadia,Faro,West Bank,0430-523
26d69b22-f836-49d1-92e0-7f5e44e7fee7,Freitas,70.6843185,61.095285,Voluptas aut libero magni molestiae.,False,False,False,True,True,True,0,2,1,False,1,1,False,True,True,False,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-09-14 09:22:20,Alameda Rocha, 82,,Entroncamento,Vila Real,Filipinas,0183-172
fda01d8d-0263-4122-9ed6-20e8dd092eed,Cruz,50.580200,15.112894,Delectus soluta aut dolore aut.,True,False,False,False,False,False,2,1,2,False,4,1,True,True,False,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-05-30 04:37:23,Alameda Rodrigues, S/N,,Ourém,Leiria,São Cristóvão e Neves,7650-704
e2282579-f873-459e-9a02-209d2c8904da,Machado Carvalho S.A.,66.3439895,81.736079,Officia eos et voluptatum eaque libero.,True,False,True,False,True,True,3,2,1,True,5,1,False,True,False,False,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-07-18 09:50:18,Avenida Joana Oliveira, 14,,Vila Real de Santo António,Santarém,Ilhas Virgens Americanas,5944-313
b4b4f4e1-40cd-4145-a567-3e4d6f7c066e,Baptista,43.5295295,-41.819108,Iusto a dolores accusantium quasi magnam iure.,False,False,True,True,False,True,3,2,1,True,2,0,False,True,False,True,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-02-13 01:00:18,Av Ribeiro, 6,,Alcobaça,Aveiro,Albânia,9190-217
e4bfa39f-4839-4ed7-a12d-1c7883e41495,Marques S/A,35.506554,118.452141,Illum excepturi sunt consectetur amet.,True,False,True,True,False,False,2,2,2,False,4,1,False,False,True,True,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-09-28 13:03:43,Rua Lima, 877,,Trancoso,Bragança,Ruanda,8516-788
48bbd1ac-2b06-41a6-bdc3-271bad7f587c,Machado Lda.,53.5318655,61.272776,Ex officia voluptas debitis autem aliquid.,False,False,False,True,True,False,1,0,1,False,5,0,True,False,False,False,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-06-20 14:09:23,Praça de Lima, 3,,Portalegre,Leiria,Coreia do Sul,4563-254
6d0eed61-fe41-4455-a1ae-65e3bd913317,Araújo,-63.3697625,-161.803574,Minima vero ullam fuga quidem.,True,False,True,True,False,False,3,0,1,True,5,1,False,False,True,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-04-12 16:41:17,Praça Lorena Martins, S/N,,Barreiro,Santarém,São Pedro e Miquelon,1330-972
73c73630-5c85-4eb7-af02-153e43752dbb,Magalhães S/A,-20.943880,-89.530785,Quod atque eligendi commodi soluta. Eos nam ut.,False,False,False,False,True,True,1,2,1,True,6,0,True,False,True,True,False,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-11-02 07:18:24,Largo do Sobreirinho, 14,,Câmara de Lobos,Viseu,Ilha Norfolk,0587-165
d757a980-2ad2-4fad-8281-00a81a6eaa8a,Santos e Filhos,-0.4752595,120.955850,Atque autem nam quod.,True,False,False,False,True,True,2,1,0,False,5,0,True,False,True,False,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-05-06 21:38:38,Alameda de Barbosa, 40,,Santa Maria da Feira,Setúbal,West Bank,0730-502
3a5e9483-c4f6-4d7f-bb7b-5e36e5b6bb4f,Jesus Alves S.A.,38.7172345,-27.528242,Earum dicta dolorum non quos consequatur qui.,True,False,True,True,False,True,3,1,2,True,4,2,True,False,False,True,True,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-04-23 19:48:29,Travessa Lúcia Monteiro, 9,,Reguengos de Monsaraz,Coimbra,Iraque,1824-753
0de2e735-152b-4f17-b906-01a2cae012fd,Lima e Filhos,7.3229785,-52.170637,Error ducimus ipsum nostrum pariatur sint id.,True,False,False,False,True,False,0,0,1,False,2,0,True,True,False,False,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-02-17 07:56:42,Av Gomes, 80,,Ribeira Grande,Braga,Trindade e Tobago,5295-777
56d54c10-74d5-4793-a816-cef72579ec92,Araújo Lda.,64.955832,85.862406,Autem necessitatibus repudiandae.,False,False,False,True,True,False,0,2,1,True,1,1,True,False,True,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-10-29 02:03:45,Largo de Lopes, 2,,Vila Nova de Famalicão,Viana do Castelo,Guiné-Bissau,4017-558
48e9c9d7-d845-49b4-9db2-9bcc8b51332b,Baptista,84.7506655,47.226474,Totam repellendus voluptatibus.,True,False,True,False,True,True,2,0,0,True,2,1,True,True,True,False,False,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2024-09-12 08:39:19,Rua de Cunha, S/N,,Cartaxo,Portalegre,Letónia,3550-016
994fa2a4-3435-420b-a7c6-a716684254dc,Nascimento e Filhos,33.186534,-153.556704,Iusto natus incidunt aspernatur.,True,False,True,False,True,False,0,2,0,False,5,0,False,True,False,False,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2025-04-07 19:20:13,Avenida de Soares, 43,,Valpaços,Lisboa,Aruba,4166-372
a79804da-67c2-4c75-82d9-6bf1dc7eccac,Fonseca e Filhos,84.6007535,88.674209,Perspiciatis eius minima recusandae placeat vero.,False,True,False,True,True,True,2,1,1,False,6,1,True,True,True,False,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-05-16 05:18:15,Travessa das Andrezas, S/N,,Évora,Lisboa,China,2721-680
9686602f-45eb-4813-85c6-20294636e6f8,Ramos S.A.,-11.439669,142.484345,At sit distinctio inventore nihil numquam.,True,True,False,True,False,True,3,0,1,False,3,1,True,True,True,False,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-06-23 19:43:44,R. Henriques, S/N,,Loulé,Portalegre,Arménia,4446-495
0e25612a-79aa-43dc-9ceb-fc97a5306285,Rocha,-50.295090,-121.515525,Quaerat in minima iusto eaque aspernatur.,True,False,False,True,False,False,1,0,0,False,1,1,False,False,True,False,True,True,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2023-11-01 20:06:02,Largo Dinis Nunes, S/N,,Valongo,Braga,Pacific Ocean,4212-446
22384905-1de1-4fd7-b5ab-b91f034210c7,Silva Leal e Filhos,88.243183,-132.028064,Iusto ea quisquam sequi.,False,False,False,True,True,True,3,2,2,True,3,2,True,True,False,True,False,False,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2020-03-13 21:24:32,R. do Viso, 5,,Almada,Leiria,Navassa Island,0939-977
2259dd79-ed6a-46eb-9f5a-bd73394ff501,Ferreira Baptista S/A,47.3610995,-75.815728,Non necessitatibus hic ad.,True,True,True,False,False,True,3,0,0,False,6,2,True,True,True,False,False,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-04-10 15:11:44,Av da Banda de Ramalde, 59,,Olhão,Portalegre,Tuvalu,7440-481
d2520199-4b50-4109-bc6f-20fc368da0be,Maia S.A.,66.4251555,-105.802106,Fuga maxime impedit vero quasi saepe.,True,True,False,False,False,True,1,2,1,False,6,2,False,True,True,True,True,True,True,d0d325a1-c660-4a20-b5cd-cbef325dd834,2021-10-03 06:26:23,Alameda de Matos, 45,,Peso da Régua,Viana do Castelo,Dinamarca,3366-132
f489c305-35cd-4de5-95e6-44417404f1a7,Domingues S.A.,86.987246,-56.089294,Perferendis libero accusantium.,False,True,True,True,False,False,1,1,0,True,1,2,True,True,True,False,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-05-31 23:39:23,Praça do Rosário, 87,,Albufeira,Bragança,Togo,9258-084
2cc19fa8-f771-446e-9a0d-a4125b2abd58,Gomes,-61.6970585,-173.804896,Officiis quis doloribus voluptatibus quam animi.,True,True,True,True,True,True,1,1,0,False,2,1,False,False,True,False,True,False,False,d0d325a1-c660-4a20-b5cd-cbef325dd834,2022-11-13 18:34:46,R. Catarina Batista, S/N,,Barcelos,Guarda,Tanzânia,7100-637
