user_id,visit_id,wifi_spot_id,wifi_spot_name,wifi_spot_location,visit_start,visit_end
d0d325a1-c660-4a20-b5cd-cbef325dd834,ee497dcb-abec-4bd5-9b20-42ba4f56bfe0,a2fc8524-d4be-42ef-bf52-b0a3b0c12d25,Matias,Penafiel, Irlanda,2023-08-25 05:48:26,2023-08-25 06:48:26
d0d325a1-c660-4a20-b5cd-cbef325dd834,4dd19c34-aa92-402e-84f4-e0c4c0051176,a2fc8524-d4be-42ef-bf52-b0a3b0c12d25,Matias,Penafiel, Irlanda,2022-07-11 17:14:33,2022-07-11 19:14:33
d0d325a1-c660-4a20-b5cd-cbef325dd834,27508fac-1e0b-408e-9fc0-f04c5461c8f5,a2fc8524-d4be-42ef-bf52-b0a3b0c12d25,Matias,Penafiel, Irlanda,2021-09-16 22:19:32,2021-09-16 23:19:32
d0d325a1-c660-4a20-b5cd-cbef325dd834,7a4d3a33-c9a2-4185-a25d-3594934bbd6b,a2fc8524-d4be-42ef-bf52-b0a3b0c12d25,Matias,Penafiel, Irlanda,2023-09-11 08:12:20,2023-09-11 10:12:20
d0d325a1-c660-4a20-b5cd-cbef325dd834,44dcb648-902d-4bb8-b75a-b02eb65807de,a2fc8524-d4be-42ef-bf52-b0a3b0c12d25,Matias,Penafiel, Irlanda,2022-09-03 22:17:13,2022-09-04 03:17:13
d0d325a1-c660-4a20-b5cd-cbef325dd834,f38880fc-a76f-4d92-ab30-5853c72ef423,a2fc8524-d4be-42ef-bf52-b0a3b0c12d25,Matias,Penafiel, Irlanda,2021-04-20 15:40:40,2021-04-20 17:40:40
d0d325a1-c660-4a20-b5cd-cbef325dd834,27f1e1ff-bc56-4a21-b415-9fd70347a005,a2fc8524-d4be-42ef-bf52-b0a3b0c12d25,Matias,Penafiel, Irlanda,2024-09-08 14:22:58,2024-09-08 17:22:58
d0d325a1-c660-4a20-b5cd-cbef325dd834,f10ca0a9-9e67-400b-9701-95be45462a11,a2fc8524-d4be-42ef-bf52-b0a3b0c12d25,Matias,Penafiel, Irlanda,2023-02-12 03:13:05,2023-02-12 08:13:05
d0d325a1-c660-4a20-b5cd-cbef325dd834,58360816-8d43-436f-a4da-32ce18ef237d,a2fc8524-d4be-42ef-bf52-b0a3b0c12d25,Matias,Penafiel, Irlanda,2020-06-28 17:18:34,2020-06-28 18:18:34
d0d325a1-c660-4a20-b5cd-cbef325dd834,de5cc46e-c705-442f-85c6-f88ef0e60d5b,8d0dcda9-a296-411c-9804-6e5c4917a511,Neto e Filhos,Vizela, Venezuela,2022-03-29 00:46:10,2022-03-29 04:46:10
d0d325a1-c660-4a20-b5cd-cbef325dd834,0e1621de-58d9-4c9a-be5c-b6317ff1d8d6,8d0dcda9-a296-411c-9804-6e5c4917a511,Neto e Filhos,Vizela, Venezuela,2020-12-30 18:04:19,2020-12-30 23:04:19
d0d325a1-c660-4a20-b5cd-cbef325dd834,87c83fbb-1f20-414a-a751-9717d289d463,8d0dcda9-a296-411c-9804-6e5c4917a511,Neto e Filhos,Vizela, Venezuela,2020-11-18 20:22:55,2020-11-19 00:22:55
d0d325a1-c660-4a20-b5cd-cbef325dd834,823215ae-2cab-4d87-8c1a-ed4d7870856b,8d0dcda9-a296-411c-9804-6e5c4917a511,Neto e Filhos,Vizela, Venezuela,2022-08-29 12:44:58,2022-08-29 16:44:58
d0d325a1-c660-4a20-b5cd-cbef325dd834,7b2f9dfe-16ca-4e34-b492-a64f8e63e0d3,459dc12d-15e7-4b2f-8646-ec45cdfaaa61,Macedo Fernandes e Filhos,Barcelos, Indian Ocean,2024-10-28 12:05:54,2024-10-28 13:05:54
d0d325a1-c660-4a20-b5cd-cbef325dd834,37a95c10-e24f-4c5d-b012-3a6685c83401,42b6bd10-9645-4900-92bc-26f4b60596ef,Amaral S.A.,Funchal, Congo-Kinshasa,2020-10-11 16:18:13,2020-10-11 19:18:13
d0d325a1-c660-4a20-b5cd-cbef325dd834,504c2019-f6f9-4040-8181-4812e20b4414,42b6bd10-9645-4900-92bc-26f4b60596ef,Amaral S.A.,Funchal, Congo-Kinshasa,2025-02-21 20:33:27,2025-02-22 00:33:27
d0d325a1-c660-4a20-b5cd-cbef325dd834,84299047-953c-4996-8206-dd0be2c72902,42b6bd10-9645-4900-92bc-26f4b60596ef,Amaral S.A.,Funchal, Congo-Kinshasa,2024-03-23 03:35:51,2024-03-23 04:35:51
d0d325a1-c660-4a20-b5cd-cbef325dd834,2d62bea5-ea80-478e-993d-295d5af7becb,42b6bd10-9645-4900-92bc-26f4b60596ef,Amaral S.A.,Funchal, Congo-Kinshasa,2023-05-08 00:42:52,2023-05-08 04:42:52
d0d325a1-c660-4a20-b5cd-cbef325dd834,d55e0302-0d0f-4ea8-856f-6fe1a682b094,42b6bd10-9645-4900-92bc-26f4b60596ef,Amaral S.A.,Funchal, Congo-Kinshasa,2022-09-03 00:12:49,2022-09-03 04:12:49
d0d325a1-c660-4a20-b5cd-cbef325dd834,9156db84-6fe6-4b05-80b3-38c720315c85,42b6bd10-9645-4900-92bc-26f4b60596ef,Amaral S.A.,Funchal, Congo-Kinshasa,2022-03-22 19:24:16,2022-03-23 00:24:16
d0d325a1-c660-4a20-b5cd-cbef325dd834,96d8a6c6-36ab-4549-92b0-d3e953405dcd,42b6bd10-9645-4900-92bc-26f4b60596ef,Amaral S.A.,Funchal, Congo-Kinshasa,2022-07-23 20:52:31,2022-07-24 00:52:31
d0d325a1-c660-4a20-b5cd-cbef325dd834,81275ca7-7537-43b8-ad4a-eae5a1aab750,42b6bd10-9645-4900-92bc-26f4b60596ef,Amaral S.A.,Funchal, Congo-Kinshasa,2024-04-13 04:01:14,2024-04-13 06:01:14
d0d325a1-c660-4a20-b5cd-cbef325dd834,b956ed4a-b322-46fc-8083-f5551f055be2,42b6bd10-9645-4900-92bc-26f4b60596ef,Amaral S.A.,Funchal, Congo-Kinshasa,2024-03-05 22:45:41,2024-03-06 00:45:41
d0d325a1-c660-4a20-b5cd-cbef325dd834,ee33257d-63f8-41fe-86e7-90fc2d920017,f3127f5b-3f33-4e58-8e1a-922921ab6267,Loureiro,Pombal, Montenegro,2023-03-01 23:20:27,2023-03-02 02:20:27
d0d325a1-c660-4a20-b5cd-cbef325dd834,b3a643e8-2e88-4ff7-b907-bc2113eb9598,f3127f5b-3f33-4e58-8e1a-922921ab6267,Loureiro,Pombal, Montenegro,2023-09-02 07:23:06,2023-09-02 08:23:06
d0d325a1-c660-4a20-b5cd-cbef325dd834,5eb6ad74-08d0-4ba3-ac6e-0d352bbb2aa9,f3127f5b-3f33-4e58-8e1a-922921ab6267,Loureiro,Pombal, Montenegro,2023-11-20 21:10:58,2023-11-21 00:10:58
d0d325a1-c660-4a20-b5cd-cbef325dd834,456118d4-0158-4aea-be57-00b10e784022,f3127f5b-3f33-4e58-8e1a-922921ab6267,Loureiro,Pombal, Montenegro,2023-02-22 23:30:01,2023-02-23 03:30:01
d0d325a1-c660-4a20-b5cd-cbef325dd834,77cbe0aa-0cd6-4b57-90cd-27e8f65d9514,87155e38-06fe-48ca-be40-c64dcf048089,Henriques,Mangualde, Spratly Islands,2025-01-31 23:55:46,2025-02-01 00:55:46
d0d325a1-c660-4a20-b5cd-cbef325dd834,f95c74d0-8145-4658-ade5-73a440112dc1,87155e38-06fe-48ca-be40-c64dcf048089,Henriques,Mangualde, Spratly Islands,2023-11-06 20:02:25,2023-11-07 01:02:25
d0d325a1-c660-4a20-b5cd-cbef325dd834,ede3e7fe-10ba-4f10-b51c-0fa96eccf4d9,87155e38-06fe-48ca-be40-c64dcf048089,Henriques,Mangualde, Spratly Islands,2024-07-30 13:50:20,2024-07-30 14:50:20
d0d325a1-c660-4a20-b5cd-cbef325dd834,820f8c83-7db7-45b3-b6d0-ad7aaaeeaa16,87155e38-06fe-48ca-be40-c64dcf048089,Henriques,Mangualde, Spratly Islands,2020-06-29 02:51:11,2020-06-29 03:51:11
d0d325a1-c660-4a20-b5cd-cbef325dd834,fe4085c3-8e0b-4c43-8988-cf1b1060ec8f,87155e38-06fe-48ca-be40-c64dcf048089,Henriques,Mangualde, Spratly Islands,2020-06-08 04:04:05,2020-06-08 09:04:05
d0d325a1-c660-4a20-b5cd-cbef325dd834,0e64afd9-4ca4-4919-b327-e6698c5c310e,87155e38-06fe-48ca-be40-c64dcf048089,Henriques,Mangualde, Spratly Islands,2022-07-29 11:32:23,2022-07-29 14:32:23
d0d325a1-c660-4a20-b5cd-cbef325dd834,7fdb3d5f-bfa9-4cc9-8573-024259e8228f,46fabb19-36b5-4e8e-b5b0-fcadc0c6b9ab,Gaspar,Ílhavo, Baamas,2022-11-27 22:10:16,2022-11-28 03:10:16
d0d325a1-c660-4a20-b5cd-cbef325dd834,f87cbc8b-7bf4-4e5a-a127-de577fb39cd2,46fabb19-36b5-4e8e-b5b0-fcadc0c6b9ab,Gaspar,Ílhavo, Baamas,2021-12-25 22:59:07,2021-12-25 23:59:07
d0d325a1-c660-4a20-b5cd-cbef325dd834,ae7a637a-2099-4fe3-a1a2-d4a2358854d4,504a304a-269f-4a6a-861a-ed13a30a4267,Barbosa Rodrigues Lda.,Lisboa, São Cristóvão e Neves,2021-05-15 18:29:24,2021-05-15 21:29:24
d0d325a1-c660-4a20-b5cd-cbef325dd834,ee61d47b-aa0a-477b-87dc-4b701974d21e,504a304a-269f-4a6a-861a-ed13a30a4267,Barbosa Rodrigues Lda.,Lisboa, São Cristóvão e Neves,2024-01-18 20:59:22,2024-01-18 23:59:22
d0d325a1-c660-4a20-b5cd-cbef325dd834,a4fd6dfd-2627-4a82-a622-392d9b3b7488,504a304a-269f-4a6a-861a-ed13a30a4267,Barbosa Rodrigues Lda.,Lisboa, São Cristóvão e Neves,2022-01-13 14:35:44,2022-01-13 15:35:44
d0d325a1-c660-4a20-b5cd-cbef325dd834,d8753031-c0c5-4bfc-9ef3-ad7785ddce3c,504a304a-269f-4a6a-861a-ed13a30a4267,Barbosa Rodrigues Lda.,Lisboa, São Cristóvão e Neves,2021-11-28 19:14:54,2021-11-28 20:14:54
d0d325a1-c660-4a20-b5cd-cbef325dd834,c9d45cf5-c8a8-48e3-9f6b-e2e0b807d1d9,504a304a-269f-4a6a-861a-ed13a30a4267,Barbosa Rodrigues Lda.,Lisboa, São Cristóvão e Neves,2020-11-28 20:09:44,2020-11-28 21:09:44
d0d325a1-c660-4a20-b5cd-cbef325dd834,f1825c14-3f80-4d7b-9db7-8251daebc523,658fa3dd-eedc-4a29-9df6-3e6760abd411,Abreu Garcia S/A,Montijo, Vietname,2022-09-04 02:27:56,2022-09-04 07:27:56
d0d325a1-c660-4a20-b5cd-cbef325dd834,68bbb8af-d1f7-4cb5-8947-a57a6d7d5449,658fa3dd-eedc-4a29-9df6-3e6760abd411,Abreu Garcia S/A,Montijo, Vietname,2025-02-05 00:30:06,2025-02-05 05:30:06
d0d325a1-c660-4a20-b5cd-cbef325dd834,cd48c9ad-71d4-4bab-bffa-54ab0474dd71,60db51db-04ca-46a8-9c86-99c0efe89581,Azevedo,Gandra, França,2023-10-28 11:14:04,2023-10-28 12:14:04
d0d325a1-c660-4a20-b5cd-cbef325dd834,291dbc5e-38de-4973-b65c-aae259eced4f,60db51db-04ca-46a8-9c86-99c0efe89581,Azevedo,Gandra, França,2024-03-28 10:54:33,2024-03-28 13:54:33
d0d325a1-c660-4a20-b5cd-cbef325dd834,7c647c1b-a365-48f8-8570-9480c5d558bb,60db51db-04ca-46a8-9c86-99c0efe89581,Azevedo,Gandra, França,2021-11-11 02:49:24,2021-11-11 07:49:24
d0d325a1-c660-4a20-b5cd-cbef325dd834,01dc5214-5882-4430-bc25-ac54958427ed,60db51db-04ca-46a8-9c86-99c0efe89581,Azevedo,Gandra, França,2020-10-09 15:16:54,2020-10-09 20:16:54
d0d325a1-c660-4a20-b5cd-cbef325dd834,9b029f0f-5806-4078-af72-70b60501640a,60db51db-04ca-46a8-9c86-99c0efe89581,Azevedo,Gandra, França,2025-02-13 06:47:11,2025-02-13 08:47:11
d0d325a1-c660-4a20-b5cd-cbef325dd834,f5a2fa7e-e2ca-47d9-ac57-5f9077e0d8ec,60db51db-04ca-46a8-9c86-99c0efe89581,Azevedo,Gandra, França,2022-01-21 07:39:20,2022-01-21 10:39:20
d0d325a1-c660-4a20-b5cd-cbef325dd834,a80cae93-91a6-4153-be93-23042097e26e,60db51db-04ca-46a8-9c86-99c0efe89581,Azevedo,Gandra, França,2020-05-23 17:08:55,2020-05-23 22:08:55
d0d325a1-c660-4a20-b5cd-cbef325dd834,2ab012f8-a437-4d2c-b5c7-789918c5ff18,60db51db-04ca-46a8-9c86-99c0efe89581,Azevedo,Gandra, França,2021-10-01 00:17:34,2021-10-01 05:17:34
d0d325a1-c660-4a20-b5cd-cbef325dd834,25e3ee1c-2465-4e5a-8916-b8a715358e04,2250fc9d-4d3f-49b6-b5c2-a9c6978221a6,Leite Vieira S/A,Montemor-o-Novo, Zimbabué,2024-08-03 21:30:45,2024-08-03 23:30:45
d0d325a1-c660-4a20-b5cd-cbef325dd834,036ff481-cade-44f3-8bdf-81b6633c081e,2250fc9d-4d3f-49b6-b5c2-a9c6978221a6,Leite Vieira S/A,Montemor-o-Novo, Zimbabué,2020-09-21 17:58:38,2020-09-21 18:58:38
d0d325a1-c660-4a20-b5cd-cbef325dd834,637accb6-c8c2-4ab5-ad36-ebbf312482f7,2250fc9d-4d3f-49b6-b5c2-a9c6978221a6,Leite Vieira S/A,Montemor-o-Novo, Zimbabué,2021-01-12 02:16:03,2021-01-12 04:16:03
d0d325a1-c660-4a20-b5cd-cbef325dd834,fda37b62-6f86-42b5-8fd1-f412158ba02b,2250fc9d-4d3f-49b6-b5c2-a9c6978221a6,Leite Vieira S/A,Montemor-o-Novo, Zimbabué,2022-03-05 05:48:01,2022-03-05 10:48:01
d0d325a1-c660-4a20-b5cd-cbef325dd834,7b878272-7011-4bb6-8611-f3988ef651e3,2250fc9d-4d3f-49b6-b5c2-a9c6978221a6,Leite Vieira S/A,Montemor-o-Novo, Zimbabué,2020-07-05 21:51:32,2020-07-06 02:51:32
d0d325a1-c660-4a20-b5cd-cbef325dd834,523b12d0-11ac-4336-969d-93b474bee7c3,2250fc9d-4d3f-49b6-b5c2-a9c6978221a6,Leite Vieira S/A,Montemor-o-Novo, Zimbabué,2022-11-11 11:26:29,2022-11-11 12:26:29
d0d325a1-c660-4a20-b5cd-cbef325dd834,e9bd1f30-98f8-4e49-95a8-9747ec594d7b,108bbc50-a94a-4e1d-a87d-0793450b3a38,Amorim,Mêda, Tokelau,2025-02-25 04:32:14,2025-02-25 08:32:14
d0d325a1-c660-4a20-b5cd-cbef325dd834,af7b7e2f-43d8-41f3-a768-1c84cbe56a0d,108bbc50-a94a-4e1d-a87d-0793450b3a38,Amorim,Mêda, Tokelau,2023-09-16 22:07:00,2023-09-17 00:07:00
d0d325a1-c660-4a20-b5cd-cbef325dd834,975dfc7c-fe08-4b33-b1c2-2f61907cb65b,108bbc50-a94a-4e1d-a87d-0793450b3a38,Amorim,Mêda, Tokelau,2025-03-31 18:19:33,2025-03-31 21:19:33
d0d325a1-c660-4a20-b5cd-cbef325dd834,46aa7e7d-bdb8-4a63-8e21-a1bd4d49a693,108bbc50-a94a-4e1d-a87d-0793450b3a38,Amorim,Mêda, Tokelau,2022-03-29 08:38:27,2022-03-29 13:38:27
d0d325a1-c660-4a20-b5cd-cbef325dd834,0fed6a7e-acae-4a02-9a32-e4fd72a8b965,108bbc50-a94a-4e1d-a87d-0793450b3a38,Amorim,Mêda, Tokelau,2021-03-26 08:56:40,2021-03-26 11:56:40
d0d325a1-c660-4a20-b5cd-cbef325dd834,cde4c23f-0599-4255-a06b-68fef191bfcb,108bbc50-a94a-4e1d-a87d-0793450b3a38,Amorim,Mêda, Tokelau,2021-09-04 20:57:32,2021-09-04 22:57:32
d0d325a1-c660-4a20-b5cd-cbef325dd834,0f954595-e108-4320-a03b-0e753485df03,646e368e-99c2-48ad-8be7-e1bb09062cef,Esteves,Penafiel, Ucrânia,2020-10-08 07:51:30,2020-10-08 11:51:30
d0d325a1-c660-4a20-b5cd-cbef325dd834,1a072d30-624b-4499-98e6-3ccf3c830dd2,646e368e-99c2-48ad-8be7-e1bb09062cef,Esteves,Penafiel, Ucrânia,2022-03-26 11:23:55,2022-03-26 15:23:55
d0d325a1-c660-4a20-b5cd-cbef325dd834,4e4c5100-53ca-42c1-879a-c77523e7e654,646e368e-99c2-48ad-8be7-e1bb09062cef,Esteves,Penafiel, Ucrânia,2023-08-22 14:12:34,2023-08-22 19:12:34
d0d325a1-c660-4a20-b5cd-cbef325dd834,787511ad-c1b1-4dcd-9725-83b91d518c0c,646e368e-99c2-48ad-8be7-e1bb09062cef,Esteves,Penafiel, Ucrânia,2021-11-05 08:37:29,2021-11-05 09:37:29
d0d325a1-c660-4a20-b5cd-cbef325dd834,4bfb1607-1301-4ed7-9464-f9809587adb1,646e368e-99c2-48ad-8be7-e1bb09062cef,Esteves,Penafiel, Ucrânia,2021-08-25 12:53:41,2021-08-25 13:53:41
d0d325a1-c660-4a20-b5cd-cbef325dd834,01da6095-3de8-4959-a454-242e7c439352,7a0cf721-e073-4284-99cc-7f934e1bd810,Magalhães,Lisboa, Namíbia,2025-03-24 18:38:11,2025-03-24 20:38:11
d0d325a1-c660-4a20-b5cd-cbef325dd834,fc5667ab-a6dd-461b-b8ac-ca04b4ce47fc,7a0cf721-e073-4284-99cc-7f934e1bd810,Magalhães,Lisboa, Namíbia,2021-02-26 15:16:58,2021-02-26 16:16:58
d0d325a1-c660-4a20-b5cd-cbef325dd834,420883c3-8b4e-4d2d-b24f-a8c08240e8c4,7a0cf721-e073-4284-99cc-7f934e1bd810,Magalhães,Lisboa, Namíbia,2021-08-06 05:53:56,2021-08-06 10:53:56
d0d325a1-c660-4a20-b5cd-cbef325dd834,ba641da9-a892-47a7-a9c3-d7f8a79872d3,7a0cf721-e073-4284-99cc-7f934e1bd810,Magalhães,Lisboa, Namíbia,2023-01-11 23:26:49,2023-01-12 01:26:49
d0d325a1-c660-4a20-b5cd-cbef325dd834,a6ab4b91-1d60-4798-9675-798a7ee552ad,53f09db6-d031-448c-8350-cb4a69eb570a,Barbosa Silva Lda.,Cartaxo, Filipinas,2024-05-16 21:16:19,2024-05-16 23:16:19
d0d325a1-c660-4a20-b5cd-cbef325dd834,124cad40-96f0-44c9-8c53-848ab0c4a105,53f09db6-d031-448c-8350-cb4a69eb570a,Barbosa Silva Lda.,Cartaxo, Filipinas,2023-08-16 14:38:46,2023-08-16 16:38:46
d0d325a1-c660-4a20-b5cd-cbef325dd834,f5e51462-d205-4022-9d18-eee9c1967211,53f09db6-d031-448c-8350-cb4a69eb570a,Barbosa Silva Lda.,Cartaxo, Filipinas,2020-01-09 08:49:03,2020-01-09 11:49:03
d0d325a1-c660-4a20-b5cd-cbef325dd834,5003d91a-3bb5-4852-817f-2457ea9e98fe,53f09db6-d031-448c-8350-cb4a69eb570a,Barbosa Silva Lda.,Cartaxo, Filipinas,2020-07-23 09:38:34,2020-07-23 11:38:34
d0d325a1-c660-4a20-b5cd-cbef325dd834,ba3a11d2-612e-4931-b793-276daf6f2952,53f09db6-d031-448c-8350-cb4a69eb570a,Barbosa Silva Lda.,Cartaxo, Filipinas,2020-01-19 02:45:19,2020-01-19 04:45:19
d0d325a1-c660-4a20-b5cd-cbef325dd834,b30ee232-6876-43c1-adbb-db22016979cb,53f09db6-d031-448c-8350-cb4a69eb570a,Barbosa Silva Lda.,Cartaxo, Filipinas,2023-05-21 02:10:46,2023-05-21 04:10:46
d0d325a1-c660-4a20-b5cd-cbef325dd834,1f94fb4b-d82a-4a4c-a1be-bbd8a6402bd3,53f09db6-d031-448c-8350-cb4a69eb570a,Barbosa Silva Lda.,Cartaxo, Filipinas,2025-04-20 17:40:11,2025-04-20 20:40:11
d0d325a1-c660-4a20-b5cd-cbef325dd834,e9f64aab-fe6a-4406-a3e5-6e4deb98ede0,53f09db6-d031-448c-8350-cb4a69eb570a,Barbosa Silva Lda.,Cartaxo, Filipinas,2023-10-05 03:07:45,2023-10-05 04:07:45
d0d325a1-c660-4a20-b5cd-cbef325dd834,40f2c056-f5b3-4bc1-ae52-80274a9e9f13,53f09db6-d031-448c-8350-cb4a69eb570a,Barbosa Silva Lda.,Cartaxo, Filipinas,2021-01-14 15:54:20,2021-01-14 20:54:20
d0d325a1-c660-4a20-b5cd-cbef325dd834,5194af3f-ba65-4cb0-9fc3-9dc49d991fca,00b58320-0977-479e-b33d-3074b7795a28,Machado,Estremoz, Marianas do Norte,2022-09-19 07:20:25,2022-09-19 12:20:25
d0d325a1-c660-4a20-b5cd-cbef325dd834,3433b710-9a0b-4ea4-a142-1697d3d082a6,00b58320-0977-479e-b33d-3074b7795a28,Machado,Estremoz, Marianas do Norte,2022-07-15 01:11:52,2022-07-15 04:11:52
d0d325a1-c660-4a20-b5cd-cbef325dd834,9f00414b-4b10-4654-a9e0-64c7540ac093,00b58320-0977-479e-b33d-3074b7795a28,Machado,Estremoz, Marianas do Norte,2022-06-08 20:40:06,2022-06-09 01:40:06
d0d325a1-c660-4a20-b5cd-cbef325dd834,d3034e59-624a-40f4-84a5-dc8f5ee6dbe6,00b58320-0977-479e-b33d-3074b7795a28,Machado,Estremoz, Marianas do Norte,2022-11-10 18:04:32,2022-11-10 20:04:32
d0d325a1-c660-4a20-b5cd-cbef325dd834,b929260d-5583-46ee-8813-97e7f44e37db,00b58320-0977-479e-b33d-3074b7795a28,Machado,Estremoz, Marianas do Norte,2023-09-06 09:58:56,2023-09-06 11:58:56
d0d325a1-c660-4a20-b5cd-cbef325dd834,2d7745ac-99b2-401b-b803-6ecb8e8d0a56,00b58320-0977-479e-b33d-3074b7795a28,Machado,Estremoz, Marianas do Norte,2022-04-28 17:52:28,2022-04-28 19:52:28
d0d325a1-c660-4a20-b5cd-cbef325dd834,8cf2b9cf-1c58-4c9d-8c55-593cb5731d96,0b272701-414e-4307-89e0-7bb04244eea3,Nunes S.A.,Almeirim, Portugal,2022-06-29 21:11:17,2022-06-30 01:11:17
d0d325a1-c660-4a20-b5cd-cbef325dd834,4cf04cb9-1a97-42b1-9d8c-73dfb4ace9d4,85936a97-f653-4971-8757-18653f8c00ea,Gomes,Trofa, Portugal,2025-02-20 10:28:14,2025-02-20 13:28:14
d0d325a1-c660-4a20-b5cd-cbef325dd834,634b2b02-678a-4a32-b55f-6721acc39ff1,f0c274b2-4c64-4d99-9dc1-781fefbedd3b,Anjos,Lagos, Bolívia,2021-02-12 03:03:30,2021-02-12 05:03:30
d0d325a1-c660-4a20-b5cd-cbef325dd834,8ad46e14-d20f-46a3-9005-958a7927691e,f0c274b2-4c64-4d99-9dc1-781fefbedd3b,Anjos,Lagos, Bolívia,2022-11-28 00:01:20,2022-11-28 04:01:20
