user_id,visit_id,wifi_spot_id,wifi_spot_name,wifi_spot_location,visit_start,visit_end
d0d325a1-c660-4a20-b5cd-cbef325dd834,cf68328e-b3d6-4530-ab8f-ba7c215ddb16,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-03-24 18:53:26,2023-03-24 21:53:26
d0d325a1-c660-4a20-b5cd-cbef325dd834,60b76bce-332e-487e-8835-af3a390b89a8,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-10-14 07:35:25,2023-10-14 08:35:25
d0d325a1-c660-4a20-b5cd-cbef325dd834,8101059b-d304-4044-a87c-51fcdfb1daed,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2020-12-19 22:13:30,2020-12-20 02:13:30
d0d325a1-c660-4a20-b5cd-cbef325dd834,cecf086f-9fa3-4020-b3e4-51731151fddb,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2022-07-10 21:00:13,2022-07-10 22:00:13
d0d325a1-c660-4a20-b5cd-cbef325dd834,1b50ed59-35af-40ab-9ba6-04d30939cfa1,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2022-08-30 11:34:27,2022-08-30 13:34:27
d0d325a1-c660-4a20-b5cd-cbef325dd834,dac95e45-b379-4b90-a2e4-a8425a80d0cd,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-06-10 09:33:31,2023-06-10 12:33:31
d0d325a1-c660-4a20-b5cd-cbef325dd834,facd2510-0952-4088-98f2-2e2c066215c8,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-06-26 16:30:09,2023-06-26 17:30:09
d0d325a1-c660-4a20-b5cd-cbef325dd834,d3b67e25-e775-4e63-8d7b-6b9bcef3ea0a,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2021-10-30 05:58:41,2021-10-30 06:58:41
d0d325a1-c660-4a20-b5cd-cbef325dd834,8510bcdf-472e-4ea0-ba41-1fd339d8c1a1,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2022-09-08 17:17:41,2022-09-08 18:17:41
d0d325a1-c660-4a20-b5cd-cbef325dd834,f0722689-f4d1-489d-aac0-cf91c4a83654,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-11-24 00:13:42,2024-11-24 05:13:42
d0d325a1-c660-4a20-b5cd-cbef325dd834,f9ec0598-bc44-4b7c-a34b-6f99196e5177,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2020-09-21 19:29:40,2020-09-22 00:29:40
d0d325a1-c660-4a20-b5cd-cbef325dd834,8c4cf4ff-448e-427b-ad94-a7eba8fa031d,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2021-10-02 15:02:52,2021-10-02 16:02:52
d0d325a1-c660-4a20-b5cd-cbef325dd834,9cf28494-f3f8-49fa-ba4b-0b48f021937f,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2022-04-18 23:00:20,2022-04-19 00:00:20
d0d325a1-c660-4a20-b5cd-cbef325dd834,77fa5229-3734-4c34-b4c7-63cabb6823c6,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-03-14 08:10:27,2023-03-14 09:10:27
d0d325a1-c660-4a20-b5cd-cbef325dd834,4dd4e35a-8e31-4f19-85cb-2cb761b13ca3,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-06-18 18:28:04,2023-06-18 23:28:04
d0d325a1-c660-4a20-b5cd-cbef325dd834,b947fdf2-0bf2-4c41-9d94-b055264bc20c,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2021-04-24 19:31:28,2021-04-24 23:31:28
d0d325a1-c660-4a20-b5cd-cbef325dd834,38bc4e42-df17-45c2-ae35-cc0a7538bf77,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2025-01-28 15:51:18,2025-01-28 18:51:18
d0d325a1-c660-4a20-b5cd-cbef325dd834,0b25e9e7-0f0b-489f-894e-097f979d533f,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-11-08 21:58:56,2024-11-09 02:58:56
d0d325a1-c660-4a20-b5cd-cbef325dd834,e7147cb3-a7a8-467a-9d67-d1b9718e45bb,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2022-08-13 10:16:27,2022-08-13 13:16:27
d0d325a1-c660-4a20-b5cd-cbef325dd834,c8e0cdcf-d00e-4659-b7c0-7d7dd269b098,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2022-09-23 13:57:24,2022-09-23 18:57:24
d0d325a1-c660-4a20-b5cd-cbef325dd834,6394ae23-85dd-46ae-879a-a6c87bb446c6,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2021-03-23 22:39:41,2021-03-24 00:39:41
d0d325a1-c660-4a20-b5cd-cbef325dd834,3189b59f-f76b-430c-909b-5621bbb11008,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2021-07-12 04:20:45,2021-07-12 05:20:45
d0d325a1-c660-4a20-b5cd-cbef325dd834,d88507d6-4f23-4c9a-ae6e-0c5801f9bfba,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2020-10-21 22:32:32,2020-10-22 00:32:32
d0d325a1-c660-4a20-b5cd-cbef325dd834,5f209cdb-5b6e-4ffd-b2d7-83e0ba23699d,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2021-05-18 09:36:51,2021-05-18 12:36:51
d0d325a1-c660-4a20-b5cd-cbef325dd834,116ae0b1-ef31-4380-8539-e693bfc059e8,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-11-17 23:36:55,2023-11-18 02:36:55
d0d325a1-c660-4a20-b5cd-cbef325dd834,46b99e65-fa54-46f4-92e4-22c3e2d03a2d,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-04-02 19:20:27,2024-04-02 20:20:27
d0d325a1-c660-4a20-b5cd-cbef325dd834,00ae0669-0480-4ca0-a5b9-80865efc9b3e,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-09-29 03:10:09,2024-09-29 07:10:09
d0d325a1-c660-4a20-b5cd-cbef325dd834,7c82f196-0f60-41b4-bc59-41fb1b4aacca,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-03-06 09:52:02,2023-03-06 12:52:02
d0d325a1-c660-4a20-b5cd-cbef325dd834,0b083258-b947-44aa-af7f-01e16a86cad2,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2025-01-28 11:19:58,2025-01-28 14:19:58
d0d325a1-c660-4a20-b5cd-cbef325dd834,4b58cccc-ff01-4bb6-89e9-6c914f5a360a,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-03-23 19:42:32,2024-03-23 23:42:32
d0d325a1-c660-4a20-b5cd-cbef325dd834,5a94a9c1-0c30-4918-8263-a4d41ab1f5f5,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-09-09 05:52:31,2024-09-09 06:52:31
d0d325a1-c660-4a20-b5cd-cbef325dd834,4554e64b-4ade-493b-99bc-4d07c8ff37c9,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-02-02 00:07:50,2024-02-02 02:07:50
d0d325a1-c660-4a20-b5cd-cbef325dd834,3cf5ff5f-0b3d-4dea-9683-f8d58a4a4cf4,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-01-18 01:11:54,2024-01-18 03:11:54
d0d325a1-c660-4a20-b5cd-cbef325dd834,62b5b686-8aee-4b50-b250-d8eb669d65b2,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2022-02-23 00:14:53,2022-02-23 05:14:53
d0d325a1-c660-4a20-b5cd-cbef325dd834,9aa7c462-bfcc-49c3-860e-914f089089da,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-05-20 16:00:00,2024-05-20 18:00:00
d0d325a1-c660-4a20-b5cd-cbef325dd834,b04a3b84-e4a5-4f05-9e1e-fba183a87058,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-04-05 02:02:54,2023-04-05 06:02:54
d0d325a1-c660-4a20-b5cd-cbef325dd834,68deae75-e132-40cb-a4fe-0cea5915d5c6,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2023-09-08 15:36:05,2023-09-08 20:36:05
d0d325a1-c660-4a20-b5cd-cbef325dd834,ec112403-d5aa-4ef2-ad68-34263a74d8b0,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2020-03-05 17:44:43,2020-03-05 18:44:43
d0d325a1-c660-4a20-b5cd-cbef325dd834,8e4f7cd8-2b01-48f8-b885-a19a8a590931,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2020-05-31 16:50:06,2020-05-31 18:50:06
d0d325a1-c660-4a20-b5cd-cbef325dd834,99c709ee-5f1e-49eb-8a87-2c6c39ab79d2,e1f34413-d9e2-4c28-8671-0ee8718f0c21,Moreira S/A,Oliveira de Azeméis, Azerbaijão,2024-04-03 19:37:38,2024-04-03 23:37:38
d0d325a1-c660-4a20-b5cd-cbef325dd834,608eb0d9-b075-4f4f-a142-7b2040629840,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2025-03-01 16:20:46,2025-03-01 18:20:46
d0d325a1-c660-4a20-b5cd-cbef325dd834,8b43585b-1342-433f-92fa-ff25a8d3f76d,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2023-06-10 09:29:21,2023-06-10 12:29:21
d0d325a1-c660-4a20-b5cd-cbef325dd834,4647739b-1b1f-469f-a904-d5f58e21a8e6,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2021-11-25 09:43:21,2021-11-25 10:43:21
d0d325a1-c660-4a20-b5cd-cbef325dd834,ac424159-32f5-41cd-bd49-ea4387c24bba,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2025-02-26 14:42:50,2025-02-26 18:42:50
d0d325a1-c660-4a20-b5cd-cbef325dd834,df7517b6-57ea-4f18-b7df-c61914d7b179,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2022-04-11 07:49:40,2022-04-11 11:49:40
d0d325a1-c660-4a20-b5cd-cbef325dd834,0ca9a3b7-0579-4204-aa08-93a13b4e0c20,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2024-05-03 13:21:22,2024-05-03 17:21:22
d0d325a1-c660-4a20-b5cd-cbef325dd834,ba2bc254-6515-478e-96dc-1a4e7bb443c4,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2023-10-11 15:37:44,2023-10-11 19:37:44
d0d325a1-c660-4a20-b5cd-cbef325dd834,dd2504d3-668a-4d9e-a79d-09e98eaf6812,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2021-03-31 04:45:15,2021-03-31 07:45:15
d0d325a1-c660-4a20-b5cd-cbef325dd834,2dff17fe-2cfa-4743-a138-9c38b47c970f,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2023-03-17 19:03:16,2023-03-17 21:03:16
d0d325a1-c660-4a20-b5cd-cbef325dd834,7896743c-d83a-4f3e-b052-0bc2a6e80d46,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2020-08-27 22:31:51,2020-08-28 01:31:51
d0d325a1-c660-4a20-b5cd-cbef325dd834,dd7ba00a-83f4-4d42-9748-1a12e3d2ca2e,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2024-06-30 15:23:06,2024-06-30 20:23:06
d0d325a1-c660-4a20-b5cd-cbef325dd834,856edec4-5e8c-4b88-886b-f68bb4a9d82a,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2023-12-07 00:15:00,2023-12-07 05:15:00
d0d325a1-c660-4a20-b5cd-cbef325dd834,a9894e9e-147c-44fb-9bed-1aa9d1a93431,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2020-08-15 23:07:37,2020-08-16 02:07:37
d0d325a1-c660-4a20-b5cd-cbef325dd834,08aebb4c-1a6a-4e64-bf62-e1cb42eda445,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2021-10-11 01:42:05,2021-10-11 06:42:05
d0d325a1-c660-4a20-b5cd-cbef325dd834,4fa967ba-ff3c-4afd-8895-b780671e00b2,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2023-03-31 17:50:27,2023-03-31 22:50:27
d0d325a1-c660-4a20-b5cd-cbef325dd834,cc39520c-88ce-412d-ad0a-60343c5d1019,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2022-10-18 20:49:40,2022-10-19 00:49:40
d0d325a1-c660-4a20-b5cd-cbef325dd834,86225783-5a9a-4aea-834e-3212b92e97f9,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2024-01-19 14:44:17,2024-01-19 19:44:17
d0d325a1-c660-4a20-b5cd-cbef325dd834,a7fe29c8-01d6-4b20-9373-7a74ddc669ab,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2023-05-21 18:56:02,2023-05-21 21:56:02
d0d325a1-c660-4a20-b5cd-cbef325dd834,7062413a-c34a-4c7b-aadd-69b16f3390fc,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2020-10-18 07:48:04,2020-10-18 12:48:04
d0d325a1-c660-4a20-b5cd-cbef325dd834,441bf3d6-ed01-4b9b-b7e4-9198c40f9b26,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2020-08-27 06:10:05,2020-08-27 09:10:05
d0d325a1-c660-4a20-b5cd-cbef325dd834,08bd368a-e061-43ed-a5e0-2c63caeeaeff,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2024-12-23 22:10:11,2024-12-24 03:10:11
d0d325a1-c660-4a20-b5cd-cbef325dd834,4f84369d-06ad-40ff-bfb8-d4cf2d60fb70,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2024-10-06 22:27:34,2024-10-07 01:27:34
d0d325a1-c660-4a20-b5cd-cbef325dd834,701ee09a-5de6-44ed-b89e-6b0ca0d504ac,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2021-10-22 22:16:24,2021-10-22 23:16:24
d0d325a1-c660-4a20-b5cd-cbef325dd834,d9220f72-0d30-4768-947c-68b6ca98029e,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2020-05-17 21:50:59,2020-05-17 22:50:59
d0d325a1-c660-4a20-b5cd-cbef325dd834,fb86793d-6afe-43fc-9cbf-d715df37b787,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2021-05-13 11:44:17,2021-05-13 15:44:17
d0d325a1-c660-4a20-b5cd-cbef325dd834,68d50af6-2f92-4cd5-8035-fbee93a284d0,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2021-03-29 14:34:00,2021-03-29 16:34:00
d0d325a1-c660-4a20-b5cd-cbef325dd834,3cb6943f-e4f2-4589-896f-ec5c157992b0,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2021-09-13 06:49:26,2021-09-13 09:49:26
d0d325a1-c660-4a20-b5cd-cbef325dd834,57c27661-7eaf-4cc2-b5ed-9125e303bb74,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2024-09-13 06:53:13,2024-09-13 08:53:13
d0d325a1-c660-4a20-b5cd-cbef325dd834,8ed27da2-3a76-4f74-b089-c08f75fdeaca,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2022-10-30 14:56:49,2022-10-30 16:56:49
d0d325a1-c660-4a20-b5cd-cbef325dd834,e8319a5a-d321-4197-a62a-0af25dcf83d5,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2024-11-10 12:04:56,2024-11-10 13:04:56
d0d325a1-c660-4a20-b5cd-cbef325dd834,eb0d9c9e-816a-4e51-a632-bf1357f1f1a0,1671c7c3-4c55-4307-92f8-c2148b4d18c2,Moura,Seia, Bulgária,2023-06-18 00:58:33,2023-06-18 03:58:33
d0d325a1-c660-4a20-b5cd-cbef325dd834,2385283b-f7c0-460c-90e7-c32376c0b9a0,f2674806-390b-49dc-8b2f-fcc2373f59c3,Sousa Carvalho S.A.,Portimão, Itália,2022-01-14 15:46:40,2022-01-14 16:46:40
d0d325a1-c660-4a20-b5cd-cbef325dd834,f71437b0-f041-4b52-86fc-f4c226548ecf,f2674806-390b-49dc-8b2f-fcc2373f59c3,Sousa Carvalho S.A.,Portimão, Itália,2021-02-12 13:41:58,2021-02-12 17:41:58
d0d325a1-c660-4a20-b5cd-cbef325dd834,d3c03b72-e911-4bef-a06d-98a1d619c98b,f2674806-390b-49dc-8b2f-fcc2373f59c3,Sousa Carvalho S.A.,Portimão, Itália,2020-12-18 08:41:02,2020-12-18 09:41:02
d0d325a1-c660-4a20-b5cd-cbef325dd834,77ee3500-d04e-41c9-974f-e32362810273,f2674806-390b-49dc-8b2f-fcc2373f59c3,Sousa Carvalho S.A.,Portimão, Itália,2022-01-12 23:21:41,2022-01-13 00:21:41
d0d325a1-c660-4a20-b5cd-cbef325dd834,ebe1c9f9-708d-4fb4-845d-a5d6be7107df,f2674806-390b-49dc-8b2f-fcc2373f59c3,Sousa Carvalho S.A.,Portimão, Itália,2021-02-26 17:52:51,2021-02-26 21:52:51
d0d325a1-c660-4a20-b5cd-cbef325dd834,8befd29b-74f1-4b97-b64d-85e7b9e75511,f2674806-390b-49dc-8b2f-fcc2373f59c3,Sousa Carvalho S.A.,Portimão, Itália,2023-03-19 20:45:25,2023-03-20 00:45:25
d0d325a1-c660-4a20-b5cd-cbef325dd834,8c493b39-0639-459a-b6d8-5e0f083923d0,bf0418b2-63b7-4b0c-9771-2140af1a3395,Matias S.A.,Ourém, Dhekelia,2020-09-04 14:28:40,2020-09-04 15:28:40
d0d325a1-c660-4a20-b5cd-cbef325dd834,c009f302-8945-4264-8758-f0e0502508f3,bf0418b2-63b7-4b0c-9771-2140af1a3395,Matias S.A.,Ourém, Dhekelia,2021-04-28 05:21:27,2021-04-28 08:21:27
d0d325a1-c660-4a20-b5cd-cbef325dd834,574ac30c-215d-4c4c-ad69-c0848ee4f2d5,bf0418b2-63b7-4b0c-9771-2140af1a3395,Matias S.A.,Ourém, Dhekelia,2024-05-11 19:22:01,2024-05-11 21:22:01
d0d325a1-c660-4a20-b5cd-cbef325dd834,ad5c2a33-5235-43c0-94e5-e479bd2124a8,bf0418b2-63b7-4b0c-9771-2140af1a3395,Matias S.A.,Ourém, Dhekelia,2020-10-06 15:29:51,2020-10-06 16:29:51
d0d325a1-c660-4a20-b5cd-cbef325dd834,159f8367-de39-449b-abcb-c41d2703e2b3,bf0418b2-63b7-4b0c-9771-2140af1a3395,Matias S.A.,Ourém, Dhekelia,2022-09-21 06:58:24,2022-09-21 11:58:24
d0d325a1-c660-4a20-b5cd-cbef325dd834,d53b93ca-b10d-4a05-ad8f-c9a46f17102b,bf0418b2-63b7-4b0c-9771-2140af1a3395,Matias S.A.,Ourém, Dhekelia,2023-04-22 15:14:35,2023-04-22 17:14:35
d0d325a1-c660-4a20-b5cd-cbef325dd834,3afe35cb-a1fb-414d-a3d9-6e0401566595,bf0418b2-63b7-4b0c-9771-2140af1a3395,Matias S.A.,Ourém, Dhekelia,2020-07-14 08:58:36,2020-07-14 10:58:36
d0d325a1-c660-4a20-b5cd-cbef325dd834,a07b2e25-3351-4e48-9c8f-c7710d03556f,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2021-11-02 02:09:11,2021-11-02 03:09:11
d0d325a1-c660-4a20-b5cd-cbef325dd834,2de737bc-7858-44c5-83bf-db53589523f5,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2022-06-24 08:38:14,2022-06-24 11:38:14
d0d325a1-c660-4a20-b5cd-cbef325dd834,e46dc33d-aa18-462a-b9d3-12b31091644a,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2020-01-22 07:19:21,2020-01-22 10:19:21
d0d325a1-c660-4a20-b5cd-cbef325dd834,1d47437b-3472-4e60-80b8-17ad3aa49823,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2024-07-02 23:33:06,2024-07-03 03:33:06
d0d325a1-c660-4a20-b5cd-cbef325dd834,b870719d-1f56-46b5-9d44-6617c779cee4,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2021-07-18 22:37:55,2021-07-19 00:37:55
d0d325a1-c660-4a20-b5cd-cbef325dd834,465c546d-b19c-4ef4-b9db-ec61bacdb283,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2023-09-26 14:32:14,2023-09-26 15:32:14
d0d325a1-c660-4a20-b5cd-cbef325dd834,e38e1b59-8b50-4d53-bfb4-a9b381b17b7f,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2024-01-31 12:45:23,2024-01-31 15:45:23
d0d325a1-c660-4a20-b5cd-cbef325dd834,d855ca48-1837-4cbe-b55a-02c88ff1d565,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2020-03-16 23:25:50,2020-03-17 00:25:50
d0d325a1-c660-4a20-b5cd-cbef325dd834,08c0e296-8319-44ca-842d-f7f8795e1e7c,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2024-08-07 00:53:54,2024-08-07 01:53:54
d0d325a1-c660-4a20-b5cd-cbef325dd834,d39bd42b-1b27-49c1-a73b-49c344bec970,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2021-04-22 07:35:18,2021-04-22 10:35:18
d0d325a1-c660-4a20-b5cd-cbef325dd834,992457a8-839e-4c79-be25-5820af63f42e,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2023-10-28 05:35:52,2023-10-28 07:35:52
d0d325a1-c660-4a20-b5cd-cbef325dd834,446edbee-f48e-4f97-b11c-93e7be20bfae,1874e35a-1b94-448f-8ec4-90e80dac1d51,Alves Lda.,Valongo, Cazaquistão,2021-10-13 05:04:58,2021-10-13 06:04:58
