wifi_spot_id,wifi_spot_user_id,wifi_spot_name,wifi_spot_description,wifi_spot_latitude,wifi_spot_longitude,wifi_spot_create_date_time,wifi_spot_air_conditioning,wifi_spot_child_friendly,wifi_spot_covered_area,wifi_spot_crowded,wifi_spot_disabled_access,wifi_spot_good_view,wifi_spot_noise_level,wifi_spot_outdoor_seating,wifi_spot_pet_friendly,wifi_spot_available_power_outlets,wifi_spot_charging_stations,wifi_spot_drink_options,wifi_spot_food_options,wifi_spot_parking_availability,wifi_spot_restrooms_available,wifi_spot_location_type,wifi_spot_management,wifi_spot_bandwith_limitations,start_time,end_time,wifi_spot_signal_strength,wifi_spot_wifi_quality,wifi_spot_heated_in_winter,wifi_spot_open_during_heat,wifi_spot_open_during_rain,wifi_spot_outdoor_fans,wifi_spot_shaded_areas,wifi_spot_address_id
35b06631-77bf-4fb0-bfc6-517e7d87c645,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Fonseca Nunes S.A.","Officia impedit itaque.",11.624579,-84.920997,2023-07-14 23:37:20,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,5,0,1,01:55:23,23:09:03,2,0,0,1,1,0,1,f1fe15fe-359f-4843-84bf-77a8c46d3b34
239248ad-835e-44f1-8220-aa6b9ce9235f,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Monteiro Lda.","Eos dignissimos vero dolorum totam cumque. Dolorem iusto ullam minima.",43.8202745,-139.117812,2022-07-18 05:37:43,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,6,0,0,06:21:06,17:51:37,2,1,0,0,0,0,0,5ab3c2fd-d663-4c52-a416-3900f1206bb6
9b6c5af9-0e3c-4a33-a2a3-b2b8d86ad5fc,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Assunção","Aperiam quibusdam expedita deleniti. Eos error in ad.",-77.0719885,22.348812,2022-09-18 10:18:22,1,1,0,0,0,0,2,1,0,0,0,0,1,0,1,3,1,1,00:30:38,15:28:27,1,1,0,1,0,0,0,ec6ecdac-404e-442a-bfe6-c3aff3aea18d
c00a6698-4437-48b1-a9be-21ea36222992,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Rodrigues S/A","Cumque dolor error ad. Nobis aliquid quod sint deleniti debitis quidem. Minima consectetur fuga ex.",-78.0156775,-17.362735,2021-03-13 17:25:00,1,0,0,1,0,0,2,0,0,1,1,0,0,1,1,3,1,0,05:41:05,10:34:20,2,1,0,0,0,1,0,8877fa03-9c7c-457e-a57d-ef571a157701
aca4358e-4ec8-4a5c-9427-404ae0fa3316,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Gomes","Tenetur iure perspiciatis illum aliquam. Qui officiis ea minima est porro impedit.",31.7547685,174.017121,2024-05-03 06:38:46,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,4,1,1,06:49:06,00:44:16,0,1,0,1,1,0,1,a2f0a548-a52a-4d01-ad95-af12cc0f572c
b1983c98-b12a-4675-adf4-a1fda904f304,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Carneiro","Asperiores maiores corporis ipsam. Hic quam accusamus corrupti eligendi temporibus.",-29.4184685,126.902329,2020-09-24 07:55:36,1,1,0,1,1,0,2,0,0,1,0,0,0,1,0,2,0,1,21:05:29,10:26:12,1,1,0,0,1,1,0,7077e42c-59b1-4ac8-8831-257c1c87554c
4679c7ce-7099-4288-9bd1-f19eec17a9cd,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Correia","Laborum dicta blanditiis a. Hic fugiat dolore. Labore atque tempora id nobis sapiente.",45.4623615,29.624707,2024-02-23 05:41:34,1,1,1,1,0,0,3,0,1,0,0,1,0,0,1,1,0,1,22:27:12,08:14:17,2,1,0,1,1,1,1,b4cef879-17b6-4839-9009-9298b5cd5491
2c34478d-b026-4620-b499-053cec585604,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Castro","Et eaque quas. Aut iusto cum vel quasi dicta.",-2.142531,-76.455529,2022-03-03 18:06:56,0,1,1,0,0,0,2,1,1,0,1,0,0,0,1,2,0,0,20:48:41,06:43:39,0,2,0,0,0,1,0,a4000494-cc25-4c78-a842-28de4fe4dbb1
28109505-47bd-4984-b74a-2f489dc52cfc,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Oliveira S.A.","Ullam earum animi.",19.343218,82.159640,2025-03-22 11:24:26,1,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,22:05:40,16:58:19,1,1,0,0,0,1,0,7bf4753b-a9bf-4333-af94-d35cb874c7cc
66bd00da-e125-4792-bad1-fe858ffa9f47,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Maia S.A.","Quibusdam odit rem rerum voluptas nostrum. Iure harum laborum vel eaque quas quis sint.",84.072505,-131.565351,2021-11-02 11:05:54,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,3,2,0,14:23:19,23:07:36,1,1,0,1,1,1,0,66bc2bbd-dfee-4cb0-b45b-82536eaa43f3
6fdccb73-2b71-4932-96d8-33e1566e3370,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Reis","Doloremque cum doloribus. Provident animi eum cupiditate saepe recusandae suscipit exercitationem.",-22.461848,-2.657670,2022-10-08 03:25:54,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,1,1,10:49:44,07:35:22,2,2,1,0,1,0,1,10b991d3-a335-4cff-9c29-30685c1d2f19
7e460518-6ab1-41fc-b14e-06f346c92b34,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Santos S.A.","Blanditiis sunt libero velit vel. Rem dolorem provident molestiae.",24.530793,138.640872,2021-04-20 04:15:16,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,5,1,1,13:20:09,03:59:31,1,2,0,0,1,1,0,df3a09aa-0ed9-4cb7-b855-40e9bc34c22d
e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Henriques Teixeira e Filhos","Ab ea totam maiores aspernatur id beatae quos. Temporibus esse adipisci et illum.",-59.0410635,85.467078,2024-12-22 04:19:59,1,1,0,0,1,0,3,0,0,0,0,0,1,0,1,4,0,1,19:42:01,01:25:25,0,0,1,0,0,1,1,dec790bb-0551-4381-a22c-1999cba2ebfa
adb39efa-026c-4f9a-a990-add9a2ffef39,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Leal Lourenço S.A.","Et ipsam maiores nulla. Suscipit id assumenda ut maiores assumenda consequatur.",-75.306743,-82.817700,2022-08-21 01:33:53,1,1,1,1,1,0,3,1,0,0,0,1,1,0,1,5,0,0,07:35:23,20:38:45,1,1,0,0,1,0,1,45b47ede-6737-4a70-aadc-89deadc34740
e287fd62-fc42-4c74-89f7-9edae75bfc5c,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Vieira","Perspiciatis deserunt tempore nemo. Aut iusto voluptatum alias rem illum amet eveniet.",-49.6976335,176.012686,2020-04-13 00:17:06,0,0,0,1,0,1,2,1,1,1,1,0,0,1,0,1,0,0,14:22:11,09:59:20,0,0,1,1,0,1,1,bd21b384-bc33-4117-94c3-370a4cda9717
f65b7f8b-9107-43e8-9fec-0c151cd0e3a1,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Moura","Sapiente fugit impedit aliquid impedit laborum.",13.585097,107.096062,2023-10-25 10:29:59,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,2,1,0,00:32:14,09:42:07,1,1,0,0,1,1,0,2ab93505-3881-453d-99c1-859f95ddb802
609303c4-35d0-4bef-827f-efbc45bdfd3b,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Nogueira","Officiis necessitatibus quam. Harum dolorem earum.",-39.910569,-122.173959,2021-11-23 02:51:31,0,1,0,0,0,1,3,0,1,0,1,0,0,1,0,3,0,0,09:06:01,21:44:58,0,1,0,1,0,0,0,85a60a65-2fd8-4c91-a63d-e4b7012d913b
dc419a15-eec1-4a80-b861-1cf9626c4493,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Amaral","Ipsam maxime quia fugiat sunt labore. Enim doloremque nobis deserunt.",19.3975595,159.292789,2024-07-26 05:08:02,1,1,0,0,1,0,3,0,0,0,1,1,0,1,1,2,0,1,14:06:49,04:39:18,2,1,1,0,0,1,1,a608553c-b4dc-463c-beac-ac4ef406d95e
5bbe8e26-d053-4dc9-bab1-478ef1e84473,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Amaral Lda.","Veniam sequi minus. Temporibus quis alias eius voluptas quam qui.",-73.027950,62.238361,2023-12-31 17:42:51,0,1,1,0,1,1,2,1,1,1,1,1,1,1,0,3,1,0,15:26:25,17:05:42,0,0,0,0,0,0,1,a1d89c7e-ffbf-4a3a-b47a-3eddf4217cfb
dc1fef48-06b0-43b1-b158-7e909679ebb1,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Vieira","Suscipit deleniti deleniti enim. Ipsum dignissimos id impedit.",-87.4783715,-19.191207,2024-05-24 21:49:14,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,1,1,0,08:53:43,01:55:58,1,2,1,0,0,1,0,85ce6c4e-72d6-4fdc-878a-70f643babcd1
d4688066-3dfb-4ee7-b04d-d97da78ab9a8,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Araújo","Eius aut laboriosam unde iste. Voluptatem praesentium cumque atque officiis nesciunt ut.",-0.9531755,173.330451,2020-10-28 02:29:15,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,2,1,0,23:11:12,21:58:29,0,0,1,0,1,0,1,2e7718eb-d266-4630-a921-5053965b0331
f6e03223-b4f2-4627-bf5d-ab5edf3ae6d3,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Abreu","Dicta adipisci voluptates provident nesciunt non velit. Delectus at voluptatum architecto nobis.",79.137956,-79.047698,2023-03-19 09:04:28,0,1,1,1,1,0,3,0,0,0,1,0,1,0,0,2,1,0,20:32:32,15:34:03,1,2,1,1,0,1,0,8f81929a-157e-40ac-b031-a5ffe4e9c5bc
a7e86fbd-ce94-4707-a314-91c3693704c5,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Carneiro e Filhos","Libero voluptates alias. Modi error ipsam earum harum cupiditate voluptatem.",-14.0401065,118.610698,2023-02-09 04:19:38,1,1,0,0,1,1,2,1,1,1,0,0,0,1,1,4,2,1,14:27:02,01:31:08,0,2,0,0,0,0,1,eb948332-9dda-4675-8251-77cf264902c0
8950c2ab-b66a-49eb-bfd8-d80b4c55ff1b,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Mendes","Animi non eveniet iste iste maxime modi. Adipisci rem quos possimus.",52.3466845,-4.410790,2020-09-28 17:18:54,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,4,0,0,19:03:04,22:27:19,0,2,1,1,0,1,1,7056897d-be26-4f52-843d-d961bc4fd4c3
faf8452c-f713-4df9-8671-4302789f728d,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Nascimento","Esse eveniet ullam aspernatur minima. Odit necessitatibus expedita autem.",52.6891245,32.361095,2024-03-25 19:35:00,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,6,1,0,20:10:04,03:52:50,2,0,0,1,0,0,1,0107e7a1-5336-4b03-920f-7519063f9566
3ed054d7-a36d-40d8-9f2d-f7e3c5f9b56f,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Araújo","Quibusdam ut deleniti. Facilis earum modi velit natus est.",22.0395315,108.156562,2024-11-02 16:44:30,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,5,1,0,19:29:26,23:04:37,1,0,0,0,1,0,0,ad6ff8b2-e1e0-4f50-b4f6-aad3c91c2629
e07f3c43-db57-4f7f-9d98-6443f1a06d59,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Simões","Vel at nemo distinctio. Praesentium quisquam deleniti inventore doloribus odit in excepturi.",-46.420648,-49.419337,2021-01-06 14:41:23,0,1,1,1,0,1,3,1,1,1,1,1,1,1,0,0,0,0,20:10:46,09:36:44,1,0,1,1,0,0,0,592c9151-83e9-4d8d-8585-31f40f87c343
3c27fd3c-3c17-4496-866f-654d74829352,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Rocha S.A.","Cum ex aliquid nobis porro nisi. Animi distinctio consectetur reiciendis dolore.",-77.9910505,114.497749,2023-09-23 14:23:13,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,22:09:02,04:40:09,1,1,1,1,0,1,1,d16a8193-e394-4ae7-b289-09313cf6148d
2f785c31-1e8a-4ab0-8517-1dd9f20a725e,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Amaral","Reprehenderit architecto incidunt accusamus. Impedit vitae et atque totam.",45.6213175,83.271615,2021-08-26 07:42:56,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,1,0,0,16:55:17,08:35:29,2,1,0,1,0,1,0,36b05039-45a8-4f8e-b920-a66ed241f666
b96fa82e-8a87-446a-935e-112820075310,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Ribeiro","Suscipit fugiat quos dignissimos vel tenetur. Non odit nisi qui ipsam corporis quia.",-41.793764,7.937196,2021-06-14 19:44:40,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,3,0,1,17:41:41,03:40:56,1,1,1,1,0,0,1,6bf62369-e4a6-4fb2-a8a3-2078e32ece5d
354c628e-298e-4cde-8ce1-f7a4ad6b2abd,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Rodrigues S.A.","Repellat dolorem a ipsa ea dolore officiis. Quo in eveniet quas.",22.016514,-55.761923,2024-03-10 10:13:39,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,2,1,0,02:00:47,12:31:05,0,2,0,0,0,0,1,71cbc30d-af44-4415-a6cd-46b29ac9014a
c1680106-9f02-438a-9027-1b94b0c6710a,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Valente Antunes S/A","Soluta voluptatibus temporibus ipsa sunt ducimus perspiciatis.",1.1291555,63.130684,2024-07-30 08:04:22,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,6,1,1,15:34:56,03:53:12,0,2,1,0,0,0,0,c69b2f13-2500-4280-acce-9097d3db8be6
9a9e2ae3-35e7-4886-ae73-125eb93354ff,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Rodrigues S.A.","Quis quia perferendis. At accusamus a dolorem. Asperiores animi quia at placeat commodi.",0.075199,89.422622,2021-03-26 21:38:34,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,12:13:00,23:15:42,1,0,0,1,1,1,0,4e4c20dc-e56d-463a-8f53-ed9042740487
87916732-6918-40a3-98a3-450c86078f1c,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Barros","Nostrum est officiis. Beatae voluptatum nostrum nobis earum.",-64.446809,-93.303663,2021-01-30 13:23:21,0,1,0,0,0,0,2,1,1,0,1,0,1,0,1,0,1,1,19:26:17,14:11:25,0,2,1,0,0,1,0,de44da33-a67c-4efe-bd97-7efe4f7c74ae
cd8bca7e-70fe-4ecb-8a3b-8678b6467897,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Costa","Sapiente in incidunt doloremque repudiandae. Dolore architecto pariatur eum.",67.867702,14.976819,2021-08-09 05:18:08,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,14:38:26,16:03:23,0,1,0,1,0,1,0,c2b3fca4-7a75-4e7c-9ca4-72f7a516369e
be4fd150-4609-47d9-b59a-30323055ba8d,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Garcia Lourenço e Filhos","Culpa ratione necessitatibus accusantium voluptatum. Qui veritatis nisi.",-68.195592,48.711385,2025-03-03 19:08:08,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,6,1,0,01:45:00,15:59:02,0,2,1,1,0,0,0,2a605fe5-3fc0-4269-8bb8-39175b789215
8154d97a-f491-43ac-8149-22645d7d9b47,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Azevedo S.A.","Maiores debitis tenetur eveniet quisquam delectus minus. Blanditiis porro eligendi sit.",28.397961,-86.738971,2025-02-14 10:00:19,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,5,0,1,20:43:53,19:13:50,2,0,0,0,1,0,0,fcd00eef-0e6c-4763-91c7-5c3ad52bf250
5253fc77-aec4-4158-968b-ffa612b542ae,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Torres e Filhos","Consequuntur occaecati veniam laboriosam.",77.5237375,-23.011257,2021-03-31 06:50:39,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,2,1,12:39:38,08:10:19,2,1,1,0,1,1,1,0ced5a01-cae5-4f79-a8d7-d5614c427663
3578116e-b054-47ee-964e-5430d67e9021,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Soares S/A","Quaerat excepturi reprehenderit at ullam repudiandae cupiditate. Error odit totam neque nam.",-78.927276,-107.715125,2020-01-06 04:01:39,1,0,0,1,1,0,2,1,1,1,1,0,0,0,0,1,0,1,03:01:25,02:12:42,0,1,1,0,0,1,0,fc2ec19e-e0a7-401a-ae5e-fe1406fc7cfe
10107fdd-0773-4f49-a833-d5cc487a8f11,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Costa","Itaque animi accusamus itaque delectus sapiente eum. Quam aut distinctio quam quos nam neque.",-30.141315,71.551913,2022-06-27 13:29:30,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,22:25:33,03:25:25,2,1,0,1,1,0,0,004a5647-e2ff-4684-893f-b042df4ad4a1
9cd58321-8a01-4138-9bca-954ae80d7e8c,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Pinheiro","Pariatur odio minus ea a recusandae iste repudiandae. Tenetur nihil sed veniam fuga.",-47.2839785,102.011858,2020-09-02 15:41:41,1,0,1,1,0,0,2,0,1,1,1,1,1,0,1,2,0,1,10:49:26,08:14:51,0,0,0,1,0,1,1,f7a6feb3-01b6-4f45-a45e-e8e0530fdeee
52c9452f-96cb-46cd-a2f6-2469da0fa098,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Lourenço","Placeat dignissimos ipsum. Vel harum nihil suscipit blanditiis eaque explicabo aliquid.",-61.1173735,-0.155595,2022-11-26 04:18:55,0,0,0,1,1,0,3,0,0,1,1,0,1,1,0,1,2,1,07:14:01,15:06:17,1,1,0,1,1,0,1,97a4d69f-2691-4e8a-94f5-3c277adfbaa4
a735dbc0-a3a3-4456-9192-cd5311c0aa5c,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Correia","Voluptatibus porro occaecati culpa sequi voluptatem.",-89.8090125,-146.241513,2024-05-03 15:21:48,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,3,2,0,21:24:50,20:27:23,1,2,1,0,1,0,0,634f988b-460c-4332-a0ba-1e90bc3ef1a6
951768d3-9699-4638-949c-75208a97999c,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Costa Lda.","Quaerat delectus illo blanditiis deserunt consequuntur. Ea deleniti facere.",-0.752693,95.186694,2022-07-28 08:22:25,1,0,1,0,0,1,3,0,0,0,1,1,0,0,1,6,1,1,02:34:45,15:18:33,2,0,1,1,0,1,0,03cf9657-cc69-4c9f-bb5d-efe0f5c1e55d
14553cc8-48e6-4af1-8c26-29cddb9f3696,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Cunha","Rerum esse quidem totam numquam. Dignissimos quae delectus.",21.1461445,66.880277,2025-04-09 08:42:59,1,1,0,1,0,1,2,0,1,0,0,1,1,1,1,4,2,1,15:30:40,12:45:02,1,1,0,0,1,0,0,2db411c2-482e-428c-8d96-6eb39afc18e9
61063b2e-b71a-4ae4-95a3-b596651fd967,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Mota e Filhos","Molestias voluptatum porro. Quam quis ducimus nam ullam vitae.",42.3806305,137.519748,2022-02-08 15:36:20,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,2,0,03:09:05,17:53:29,2,2,1,1,1,1,1,66e1416f-fef2-4b20-aa38-1c838b909961
b74534fe-37f8-4bfc-84b1-13a93d8d9f34,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Moura S/A","Possimus et earum. Voluptate culpa inventore blanditiis tenetur rem. Voluptates nemo cumque.",-0.884008,127.335102,2024-12-01 13:33:44,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,2,1,23:05:30,21:00:13,1,2,0,1,0,1,0,e708a0dc-a075-457e-bf09-c9239d80b694
eeee3929-5a5c-4ee9-a19c-d3317e58c883,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Leite","Sit vitae iste eos architecto ratione. Earum provident labore ipsam a.",58.896710,78.044719,2020-03-11 01:46:24,0,1,1,0,0,1,3,0,1,0,1,0,0,0,1,5,2,1,13:47:59,16:41:45,0,0,1,1,0,1,1,37c06677-82cf-4900-9b86-fad45e62331d
8ea119fb-372c-4332-9510-e73195e63ee5,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Moreira","Voluptatum voluptatem illo rerum possimus molestiae.",81.712351,107.722772,2021-03-10 01:51:16,1,1,0,0,1,1,2,1,1,0,1,1,0,1,1,2,0,0,04:42:11,17:39:36,0,2,0,0,0,0,1,4b849164-ea29-4370-8379-0fa969c00f19
375bffac-44bd-471d-9fba-9010180b3e2f,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Costa Faria S/A","Voluptates dolores ut. Blanditiis iure incidunt perspiciatis.",29.2315915,-118.468141,2022-04-27 08:14:39,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,5,1,0,19:29:10,13:15:58,0,2,1,0,1,1,1,3a6595b8-4a20-4d32-81c1-668772393bc2
2aded9c0-faca-4968-a2e5-716860e50b25,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Andrade","Neque ratione facilis eveniet.",65.131017,23.064750,2021-08-01 10:11:07,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,2,1,0,15:53:11,03:59:13,0,0,0,1,0,0,1,2fb675e4-6d50-4c87-a46a-a11db9e4516a
d77d3d5c-524c-46db-a119-e6b27a5f4431,d0d325a1-c660-4a20-b5cd-cbef325dd834,"Simões S.A.","Amet adipisci dolor ea illo. Iure provident neque voluptas voluptas id. Ab dolor ipsa nobis.",-61.9757775,-91.529365,2024-08-18 05:47:02,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,6,0,0,13:56:48,17:00:49,2,0,0,0,0,0,0,81173231-1d11-4699-9c90-9014c4822536
