review_id,review_attribute_classification_name,review_attribute_classification_value
b3efa5b9-3896-470f-91ad-4a9c0970900a,wifi_speed,high
b3efa5b9-3896-470f-91ad-4a9c0970900a,ambience,high
5bae1301-104c-4030-8aac-7503b41f2e8a,cleanliness,low
5bae1301-104c-4030-8aac-7503b41f2e8a,ambience,high
5bae1301-104c-4030-8aac-7503b41f2e8a,service,high
d507a113-43e0-46b9-befa-f9346060b5f8,cleanliness,low
d507a113-43e0-46b9-befa-f9346060b5f8,ambience,high
d507a113-43e0-46b9-befa-f9346060b5f8,service,low
aa8d2c52-fc51-481b-9ee1-7222e325f56a,wifi_speed,low
aa8d2c52-fc51-481b-9ee1-7222e325f56a,service,high
aa8d2c52-fc51-481b-9ee1-7222e325f56a,ambience,low
b547d53e-b997-4dd2-8aba-ef775b2919b0,cleanliness,medium
b547d53e-b997-4dd2-8aba-ef775b2919b0,ambience,low
b547d53e-b997-4dd2-8aba-ef775b2919b0,comfort,medium
31c595cf-7d58-44f8-a6b1-c183ca24e60e,cleanliness,low
31c595cf-7d58-44f8-a6b1-c183ca24e60e,wifi_speed,high
9df1d3cc-21b6-4600-8203-2338deeb5523,comfort,low
9df1d3cc-21b6-4600-8203-2338deeb5523,wifi_speed,high
9df1d3cc-21b6-4600-8203-2338deeb5523,ambience,high
9df1d3cc-21b6-4600-8203-2338deeb5523,service,medium
9df1d3cc-21b6-4600-8203-2338deeb5523,cleanliness,high
70926dc5-6559-450e-9a04-8b803775a0be,service,medium
70926dc5-6559-450e-9a04-8b803775a0be,comfort,low
70926dc5-6559-450e-9a04-8b803775a0be,wifi_speed,high
70926dc5-6559-450e-9a04-8b803775a0be,ambience,low
356854bc-31d4-4afd-bcc5-9bc8fc6bd100,comfort,high
356854bc-31d4-4afd-bcc5-9bc8fc6bd100,service,high
356854bc-31d4-4afd-bcc5-9bc8fc6bd100,wifi_speed,low
356854bc-31d4-4afd-bcc5-9bc8fc6bd100,cleanliness,low
2e3f32cd-54b5-4802-9ca2-8a8aca41950f,comfort,medium
2e3f32cd-54b5-4802-9ca2-8a8aca41950f,cleanliness,medium
2e3f32cd-54b5-4802-9ca2-8a8aca41950f,ambience,medium
90bb1d6b-e16a-458f-8284-d1bd1df6eb03,service,low
90bb1d6b-e16a-458f-8284-d1bd1df6eb03,ambience,low
8cf6f334-771d-4264-ac67-82a2373a29b5,ambience,medium
8cf6f334-771d-4264-ac67-82a2373a29b5,service,medium
1bcbbcea-26af-42df-b7ef-0ce9a2607418,cleanliness,low
1bcbbcea-26af-42df-b7ef-0ce9a2607418,wifi_speed,medium
6377c84f-4622-4ff2-9246-5cd9b7c12903,wifi_speed,medium
6377c84f-4622-4ff2-9246-5cd9b7c12903,service,medium
6377c84f-4622-4ff2-9246-5cd9b7c12903,ambience,low
08e9b1c4-0b4f-448a-8c55-fa8ac73540e0,service,low
08e9b1c4-0b4f-448a-8c55-fa8ac73540e0,cleanliness,low
08e9b1c4-0b4f-448a-8c55-fa8ac73540e0,ambience,medium
08e9b1c4-0b4f-448a-8c55-fa8ac73540e0,comfort,low
d2989875-3bd3-4bc7-9e26-d27689e2878d,ambience,high
d2989875-3bd3-4bc7-9e26-d27689e2878d,wifi_speed,medium
d2989875-3bd3-4bc7-9e26-d27689e2878d,comfort,medium
d2989875-3bd3-4bc7-9e26-d27689e2878d,service,medium
a50b7d1c-6907-4522-8a33-2f28ba1054b9,wifi_speed,medium
a50b7d1c-6907-4522-8a33-2f28ba1054b9,cleanliness,medium
a50b7d1c-6907-4522-8a33-2f28ba1054b9,ambience,low
a50b7d1c-6907-4522-8a33-2f28ba1054b9,comfort,high
a50b7d1c-6907-4522-8a33-2f28ba1054b9,service,low
f2f38477-41a1-4c01-9ef9-a2d15372abdc,cleanliness,low
f2f38477-41a1-4c01-9ef9-a2d15372abdc,ambience,low
f2f38477-41a1-4c01-9ef9-a2d15372abdc,wifi_speed,high
f2f38477-41a1-4c01-9ef9-a2d15372abdc,service,medium
f2f38477-41a1-4c01-9ef9-a2d15372abdc,comfort,high
0258ff10-60f7-47e1-8d25-c1df32477daf,ambience,low
0258ff10-60f7-47e1-8d25-c1df32477daf,comfort,low
0258ff10-60f7-47e1-8d25-c1df32477daf,service,low
0258ff10-60f7-47e1-8d25-c1df32477daf,cleanliness,low
cf5c4eb5-392b-4328-96d5-847d70e7d603,comfort,high
cf5c4eb5-392b-4328-96d5-847d70e7d603,service,high
cf5c4eb5-392b-4328-96d5-847d70e7d603,cleanliness,medium
cf5c4eb5-392b-4328-96d5-847d70e7d603,ambience,medium
cf5c4eb5-392b-4328-96d5-847d70e7d603,wifi_speed,high
89082f64-bb0e-46fd-ab5e-7766c368d877,wifi_speed,high
89082f64-bb0e-46fd-ab5e-7766c368d877,service,medium
89082f64-bb0e-46fd-ab5e-7766c368d877,cleanliness,low
2efd72aa-b35a-4a3c-983a-733015d8aa88,comfort,high
2efd72aa-b35a-4a3c-983a-733015d8aa88,ambience,low
8f25e2e4-8cb0-4297-ba60-5dee5a18c7d7,comfort,high
8f25e2e4-8cb0-4297-ba60-5dee5a18c7d7,cleanliness,medium
7f4030b2-9b19-4884-8793-e33e4502b237,cleanliness,high
7f4030b2-9b19-4884-8793-e33e4502b237,ambience,high
7f4030b2-9b19-4884-8793-e33e4502b237,wifi_speed,medium
cd119f7c-ddec-4870-9f9b-e310fa2d54ec,service,low
cd119f7c-ddec-4870-9f9b-e310fa2d54ec,wifi_speed,medium
cd119f7c-ddec-4870-9f9b-e310fa2d54ec,cleanliness,low
cd119f7c-ddec-4870-9f9b-e310fa2d54ec,ambience,low
cd119f7c-ddec-4870-9f9b-e310fa2d54ec,comfort,high
953f7258-fa8c-431c-9295-81aa4a9d323e,ambience,low
953f7258-fa8c-431c-9295-81aa4a9d323e,comfort,high
953f7258-fa8c-431c-9295-81aa4a9d323e,wifi_speed,medium
953f7258-fa8c-431c-9295-81aa4a9d323e,service,high
953f7258-fa8c-431c-9295-81aa4a9d323e,cleanliness,low
94e986b2-d1ef-4caf-b262-eb487f7e6b9e,wifi_speed,low
94e986b2-d1ef-4caf-b262-eb487f7e6b9e,cleanliness,high
94e986b2-d1ef-4caf-b262-eb487f7e6b9e,comfort,high
94e986b2-d1ef-4caf-b262-eb487f7e6b9e,ambience,high
94e986b2-d1ef-4caf-b262-eb487f7e6b9e,service,medium
e4b105fe-95bb-46d4-90c7-fcc68657bdf6,cleanliness,low
e4b105fe-95bb-46d4-90c7-fcc68657bdf6,wifi_speed,medium
e4b105fe-95bb-46d4-90c7-fcc68657bdf6,ambience,medium
bb3d4f77-e6b2-4814-b709-9abe53576d3f,cleanliness,medium
bb3d4f77-e6b2-4814-b709-9abe53576d3f,wifi_speed,low
bb3d4f77-e6b2-4814-b709-9abe53576d3f,service,low
892e66bf-7a21-497f-9a50-463d616b871f,wifi_speed,low
892e66bf-7a21-497f-9a50-463d616b871f,cleanliness,medium
892e66bf-7a21-497f-9a50-463d616b871f,service,medium
6aa04919-ca61-4f18-ac85-4a92b20a2fd4,cleanliness,low
6aa04919-ca61-4f18-ac85-4a92b20a2fd4,wifi_speed,medium
3362441b-503a-4b48-8053-53d5847ad750,comfort,medium
3362441b-503a-4b48-8053-53d5847ad750,service,high
3362441b-503a-4b48-8053-53d5847ad750,ambience,medium
193cf490-728d-474b-ab14-ead4980760d8,cleanliness,high
193cf490-728d-474b-ab14-ead4980760d8,comfort,high
193cf490-728d-474b-ab14-ead4980760d8,wifi_speed,medium
193cf490-728d-474b-ab14-ead4980760d8,ambience,high
dc3ff4ef-77f3-4048-aefd-01dbf9ef73c8,wifi_speed,high
dc3ff4ef-77f3-4048-aefd-01dbf9ef73c8,service,high
dc3ff4ef-77f3-4048-aefd-01dbf9ef73c8,ambience,low
dc3ff4ef-77f3-4048-aefd-01dbf9ef73c8,comfort,low
e4e2e244-cccf-4bab-91b5-facff5fcec59,service,low
e4e2e244-cccf-4bab-91b5-facff5fcec59,comfort,medium
eb47ec79-b5a9-486c-923b-097a23518a28,service,low
eb47ec79-b5a9-486c-923b-097a23518a28,comfort,high
eb47ec79-b5a9-486c-923b-097a23518a28,ambience,low
eb47ec79-b5a9-486c-923b-097a23518a28,wifi_speed,medium
eb47ec79-b5a9-486c-923b-097a23518a28,cleanliness,low
1166c1fb-d4ea-4a73-8e2f-aa7048d93a80,cleanliness,low
1166c1fb-d4ea-4a73-8e2f-aa7048d93a80,comfort,high
1166c1fb-d4ea-4a73-8e2f-aa7048d93a80,service,medium
1166c1fb-d4ea-4a73-8e2f-aa7048d93a80,ambience,high
1166c1fb-d4ea-4a73-8e2f-aa7048d93a80,wifi_speed,high
3eafa405-2613-49cf-95f2-e13bd5f56e0a,cleanliness,medium
3eafa405-2613-49cf-95f2-e13bd5f56e0a,ambience,high
efd28143-93a3-49bf-a215-729714904c40,wifi_speed,high
efd28143-93a3-49bf-a215-729714904c40,ambience,medium
f94c5001-0b31-4144-9df7-1d3791c5c172,service,medium
f94c5001-0b31-4144-9df7-1d3791c5c172,wifi_speed,low
f94c5001-0b31-4144-9df7-1d3791c5c172,comfort,low
3439662c-7029-4e29-b995-f7a2a7a6b4b6,comfort,high
3439662c-7029-4e29-b995-f7a2a7a6b4b6,cleanliness,medium
3439662c-7029-4e29-b995-f7a2a7a6b4b6,ambience,low
3439662c-7029-4e29-b995-f7a2a7a6b4b6,wifi_speed,high
e77ef653-5c5a-4925-adce-32833b49cff2,comfort,low
e77ef653-5c5a-4925-adce-32833b49cff2,cleanliness,low
e77ef653-5c5a-4925-adce-32833b49cff2,wifi_speed,medium
e77ef653-5c5a-4925-adce-32833b49cff2,service,medium
e77ef653-5c5a-4925-adce-32833b49cff2,ambience,medium
dceb4277-b831-42fe-950d-76dc29738fe3,comfort,low
dceb4277-b831-42fe-950d-76dc29738fe3,ambience,low
d883e4c4-1512-410a-9950-aa1db09e7da5,service,medium
d883e4c4-1512-410a-9950-aa1db09e7da5,ambience,high
d883e4c4-1512-410a-9950-aa1db09e7da5,comfort,low
d883e4c4-1512-410a-9950-aa1db09e7da5,cleanliness,medium
d883e4c4-1512-410a-9950-aa1db09e7da5,wifi_speed,low
66dc83b6-4505-45a6-b718-e2d25fc38245,comfort,high
66dc83b6-4505-45a6-b718-e2d25fc38245,cleanliness,high
66dc83b6-4505-45a6-b718-e2d25fc38245,service,medium
e9633d6c-1cf6-4e3e-b414-056c03166b74,service,high
e9633d6c-1cf6-4e3e-b414-056c03166b74,cleanliness,medium
e9633d6c-1cf6-4e3e-b414-056c03166b74,wifi_speed,low
e9633d6c-1cf6-4e3e-b414-056c03166b74,ambience,low
e9633d6c-1cf6-4e3e-b414-056c03166b74,comfort,low
ffee1a8a-6285-4474-9d57-887853404259,ambience,medium
ffee1a8a-6285-4474-9d57-887853404259,service,low
ffee1a8a-6285-4474-9d57-887853404259,wifi_speed,high
ffee1a8a-6285-4474-9d57-887853404259,comfort,medium
ffee1a8a-6285-4474-9d57-887853404259,cleanliness,high
9e6370a9-2684-4eb5-b817-67282f3609d4,ambience,high
9e6370a9-2684-4eb5-b817-67282f3609d4,cleanliness,low
dd69b716-5123-4d1f-8b22-ed47d25165ed,ambience,medium
dd69b716-5123-4d1f-8b22-ed47d25165ed,comfort,high
dd69b716-5123-4d1f-8b22-ed47d25165ed,cleanliness,high
dd69b716-5123-4d1f-8b22-ed47d25165ed,wifi_speed,medium
dd69b716-5123-4d1f-8b22-ed47d25165ed,service,high
0f69ecdf-683d-42cd-b5fd-66a9aa16da02,comfort,low
0f69ecdf-683d-42cd-b5fd-66a9aa16da02,ambience,low
0f69ecdf-683d-42cd-b5fd-66a9aa16da02,cleanliness,medium
0f69ecdf-683d-42cd-b5fd-66a9aa16da02,wifi_speed,high
0f69ecdf-683d-42cd-b5fd-66a9aa16da02,service,medium
b1984cc1-d245-4b5c-a4d0-854dfa058291,cleanliness,low
b1984cc1-d245-4b5c-a4d0-854dfa058291,wifi_speed,high
90fd014e-c60b-43e0-a6ae-79d4fd87233d,wifi_speed,low
90fd014e-c60b-43e0-a6ae-79d4fd87233d,ambience,low
b16f9c2e-ff15-49bb-b3e8-1da4cb72f4e5,comfort,low
b16f9c2e-ff15-49bb-b3e8-1da4cb72f4e5,cleanliness,medium
b16f9c2e-ff15-49bb-b3e8-1da4cb72f4e5,service,high
b16f9c2e-ff15-49bb-b3e8-1da4cb72f4e5,ambience,low
e5f6c9d7-c936-4718-b277-f1ccf87bb930,cleanliness,medium
e5f6c9d7-c936-4718-b277-f1ccf87bb930,ambience,high
e5f6c9d7-c936-4718-b277-f1ccf87bb930,comfort,low
2ddf934e-c442-4828-bbc8-519ebe5b3219,service,medium
2ddf934e-c442-4828-bbc8-519ebe5b3219,comfort,medium
2ddf934e-c442-4828-bbc8-519ebe5b3219,cleanliness,medium
2ddf934e-c442-4828-bbc8-519ebe5b3219,ambience,medium
c8431404-575c-4959-af2b-f8c3a2a9cc96,cleanliness,medium
c8431404-575c-4959-af2b-f8c3a2a9cc96,service,low
c8431404-575c-4959-af2b-f8c3a2a9cc96,comfort,high
c8431404-575c-4959-af2b-f8c3a2a9cc96,ambience,low
0d809b8d-6ea1-4189-a89c-3c35e9d7c501,wifi_speed,high
0d809b8d-6ea1-4189-a89c-3c35e9d7c501,cleanliness,high
0d809b8d-6ea1-4189-a89c-3c35e9d7c501,comfort,high
0d809b8d-6ea1-4189-a89c-3c35e9d7c501,service,high
0d809b8d-6ea1-4189-a89c-3c35e9d7c501,ambience,high
fbd12703-d3f9-43cf-be81-3bca8a25026e,wifi_speed,high
fbd12703-d3f9-43cf-be81-3bca8a25026e,comfort,low
fbd12703-d3f9-43cf-be81-3bca8a25026e,cleanliness,low
fbd12703-d3f9-43cf-be81-3bca8a25026e,service,medium
fbd12703-d3f9-43cf-be81-3bca8a25026e,ambience,high
82924927-6091-494f-9b24-b65439c1564b,service,medium
82924927-6091-494f-9b24-b65439c1564b,cleanliness,low
1f3fdcde-305f-452c-ad81-e5569437457f,wifi_speed,medium
1f3fdcde-305f-452c-ad81-e5569437457f,cleanliness,high
1f3fdcde-305f-452c-ad81-e5569437457f,comfort,low
1f6919c5-031b-4f96-badb-ced4aaf0c3f4,service,low
1f6919c5-031b-4f96-badb-ced4aaf0c3f4,wifi_speed,medium
dbf5e639-3a6b-42fb-b08e-e8d67efe2897,comfort,high
dbf5e639-3a6b-42fb-b08e-e8d67efe2897,wifi_speed,medium
dbf5e639-3a6b-42fb-b08e-e8d67efe2897,ambience,high
dbf5e639-3a6b-42fb-b08e-e8d67efe2897,cleanliness,high
3b4b5e2a-6304-4b91-8536-f2719323018d,comfort,low
3b4b5e2a-6304-4b91-8536-f2719323018d,ambience,high
3b4b5e2a-6304-4b91-8536-f2719323018d,cleanliness,medium
3b4b5e2a-6304-4b91-8536-f2719323018d,service,low
3b4b5e2a-6304-4b91-8536-f2719323018d,wifi_speed,low
0aea4d3c-1167-4874-af65-e0abded132f7,service,low
0aea4d3c-1167-4874-af65-e0abded132f7,cleanliness,high
0aea4d3c-1167-4874-af65-e0abded132f7,comfort,low
0aea4d3c-1167-4874-af65-e0abded132f7,wifi_speed,high
0aea4d3c-1167-4874-af65-e0abded132f7,ambience,medium
4edf9d66-4ab0-4ab6-9d6a-e781969970cc,comfort,medium
4edf9d66-4ab0-4ab6-9d6a-e781969970cc,ambience,medium
4edf9d66-4ab0-4ab6-9d6a-e781969970cc,wifi_speed,low
4edf9d66-4ab0-4ab6-9d6a-e781969970cc,cleanliness,medium
4edf9d66-4ab0-4ab6-9d6a-e781969970cc,service,high
a69e71d7-6933-4015-b838-dfcac566d72b,comfort,high
a69e71d7-6933-4015-b838-dfcac566d72b,cleanliness,medium
a69e71d7-6933-4015-b838-dfcac566d72b,service,high
a69e71d7-6933-4015-b838-dfcac566d72b,wifi_speed,medium
a69e71d7-6933-4015-b838-dfcac566d72b,ambience,low
9d4fa2f1-d68e-4397-9c52-8969bf89595b,service,high
9d4fa2f1-d68e-4397-9c52-8969bf89595b,comfort,high
e2296f77-c234-462a-8c3d-d6177696d7b3,service,medium
e2296f77-c234-462a-8c3d-d6177696d7b3,cleanliness,high
e2296f77-c234-462a-8c3d-d6177696d7b3,wifi_speed,medium
b0a6534b-b1a2-4032-9581-103fd9a907b6,cleanliness,medium
b0a6534b-b1a2-4032-9581-103fd9a907b6,service,low
b0a6534b-b1a2-4032-9581-103fd9a907b6,ambience,medium
b0a6534b-b1a2-4032-9581-103fd9a907b6,wifi_speed,low
b0a6534b-b1a2-4032-9581-103fd9a907b6,comfort,high
edf13e22-f3ca-4686-97b2-3728f4455eec,cleanliness,high
edf13e22-f3ca-4686-97b2-3728f4455eec,wifi_speed,medium
edf13e22-f3ca-4686-97b2-3728f4455eec,comfort,medium
edf13e22-f3ca-4686-97b2-3728f4455eec,service,low
e70047ad-6d82-4ecd-841f-dadacd381e09,ambience,medium
e70047ad-6d82-4ecd-841f-dadacd381e09,cleanliness,low
e70047ad-6d82-4ecd-841f-dadacd381e09,comfort,medium
e70047ad-6d82-4ecd-841f-dadacd381e09,service,low
e70047ad-6d82-4ecd-841f-dadacd381e09,wifi_speed,medium
8334be2a-b52b-415d-b994-dc6f8d358dc5,cleanliness,low
8334be2a-b52b-415d-b994-dc6f8d358dc5,wifi_speed,medium
8334be2a-b52b-415d-b994-dc6f8d358dc5,comfort,high
8334be2a-b52b-415d-b994-dc6f8d358dc5,service,high
8334be2a-b52b-415d-b994-dc6f8d358dc5,ambience,low
74f44ea7-5df9-40c4-be07-a64b5c334c37,service,medium
74f44ea7-5df9-40c4-be07-a64b5c334c37,wifi_speed,medium
74f44ea7-5df9-40c4-be07-a64b5c334c37,cleanliness,high
3d2c0a89-76d5-4d03-ad94-df8473f47bf7,comfort,low
3d2c0a89-76d5-4d03-ad94-df8473f47bf7,cleanliness,high
3d2c0a89-76d5-4d03-ad94-df8473f47bf7,service,high
3d2c0a89-76d5-4d03-ad94-df8473f47bf7,wifi_speed,low
3d2c0a89-76d5-4d03-ad94-df8473f47bf7,ambience,low
de1c2d30-f012-4941-bd41-567bef275ab2,wifi_speed,low
de1c2d30-f012-4941-bd41-567bef275ab2,service,low
de1c2d30-f012-4941-bd41-567bef275ab2,comfort,medium
de1c2d30-f012-4941-bd41-567bef275ab2,ambience,high
6eb8a68b-ccd1-44d1-816f-26aca5924e1c,ambience,medium
6eb8a68b-ccd1-44d1-816f-26aca5924e1c,service,high
6eb8a68b-ccd1-44d1-816f-26aca5924e1c,cleanliness,high
6eb8a68b-ccd1-44d1-816f-26aca5924e1c,comfort,medium
6eb8a68b-ccd1-44d1-816f-26aca5924e1c,wifi_speed,low
5938dce5-9eaa-402b-9f74-ca650993e0ce,cleanliness,high
5938dce5-9eaa-402b-9f74-ca650993e0ce,wifi_speed,medium
5938dce5-9eaa-402b-9f74-ca650993e0ce,service,medium
ae8906f3-d5f3-476c-929d-f075fcb4b09f,service,high
ae8906f3-d5f3-476c-929d-f075fcb4b09f,wifi_speed,high
ae8906f3-d5f3-476c-929d-f075fcb4b09f,cleanliness,high
b7e3e181-7ed1-4204-be5f-d6d2a91a0758,comfort,medium
b7e3e181-7ed1-4204-be5f-d6d2a91a0758,service,low
b7e3e181-7ed1-4204-be5f-d6d2a91a0758,ambience,high
b7e3e181-7ed1-4204-be5f-d6d2a91a0758,wifi_speed,high
4f3e104b-1c24-4d16-8e52-6a501aa82a4d,wifi_speed,low
4f3e104b-1c24-4d16-8e52-6a501aa82a4d,service,low
4f3e104b-1c24-4d16-8e52-6a501aa82a4d,comfort,low
7398bd2c-a013-4955-9ca6-05bc6c11c5d3,comfort,high
7398bd2c-a013-4955-9ca6-05bc6c11c5d3,ambience,high
7398bd2c-a013-4955-9ca6-05bc6c11c5d3,service,low
7398bd2c-a013-4955-9ca6-05bc6c11c5d3,wifi_speed,medium
7398bd2c-a013-4955-9ca6-05bc6c11c5d3,cleanliness,high
5f731ad0-e81f-414f-ab0d-04e7cf43c522,cleanliness,low
5f731ad0-e81f-414f-ab0d-04e7cf43c522,service,high
0057fa91-7b17-47ea-8f0b-671760dc00e1,comfort,high
0057fa91-7b17-47ea-8f0b-671760dc00e1,wifi_speed,medium
0057fa91-7b17-47ea-8f0b-671760dc00e1,service,medium
0057fa91-7b17-47ea-8f0b-671760dc00e1,ambience,high
0057fa91-7b17-47ea-8f0b-671760dc00e1,cleanliness,high
8c8177ef-5f03-46d9-9f21-9855b672a526,service,high
8c8177ef-5f03-46d9-9f21-9855b672a526,wifi_speed,low
8c8177ef-5f03-46d9-9f21-9855b672a526,comfort,high
8c8177ef-5f03-46d9-9f21-9855b672a526,ambience,low
8c8177ef-5f03-46d9-9f21-9855b672a526,cleanliness,high
acdf2776-021e-4f94-acc1-f3e617462738,cleanliness,low
acdf2776-021e-4f94-acc1-f3e617462738,comfort,medium
acdf2776-021e-4f94-acc1-f3e617462738,service,low
7a85ec5f-a001-49d3-ae11-b90484cb7f41,service,medium
7a85ec5f-a001-49d3-ae11-b90484cb7f41,comfort,medium
7a85ec5f-a001-49d3-ae11-b90484cb7f41,wifi_speed,high
68201b76-c125-4d58-ae87-ee298718710f,cleanliness,medium
68201b76-c125-4d58-ae87-ee298718710f,ambience,medium
68201b76-c125-4d58-ae87-ee298718710f,wifi_speed,medium
68201b76-c125-4d58-ae87-ee298718710f,service,high
0b5e1971-681c-431e-a0e5-ae8d514afb05,cleanliness,high
0b5e1971-681c-431e-a0e5-ae8d514afb05,service,high
0b5e1971-681c-431e-a0e5-ae8d514afb05,wifi_speed,medium
0b5e1971-681c-431e-a0e5-ae8d514afb05,ambience,low
987d2ec0-14c7-4216-8b51-9b4e8a5d01c3,cleanliness,high
987d2ec0-14c7-4216-8b51-9b4e8a5d01c3,comfort,medium
987d2ec0-14c7-4216-8b51-9b4e8a5d01c3,service,low
987d2ec0-14c7-4216-8b51-9b4e8a5d01c3,ambience,high
4660d87b-bbcc-4e45-9213-7f0ab20563e8,wifi_speed,high
4660d87b-bbcc-4e45-9213-7f0ab20563e8,service,low
4660d87b-bbcc-4e45-9213-7f0ab20563e8,cleanliness,medium
46b2a814-4a88-4e6d-ba23-2b318e272814,service,high
46b2a814-4a88-4e6d-ba23-2b318e272814,comfort,low
2fd79a8d-1271-4d1b-992d-e7bef84288a9,wifi_speed,medium
2fd79a8d-1271-4d1b-992d-e7bef84288a9,ambience,low
2fd79a8d-1271-4d1b-992d-e7bef84288a9,comfort,medium
2fd79a8d-1271-4d1b-992d-e7bef84288a9,cleanliness,high
2fd79a8d-1271-4d1b-992d-e7bef84288a9,service,medium
9d39bf1d-ed93-4046-b35f-bc8b15ec2e91,comfort,high
9d39bf1d-ed93-4046-b35f-bc8b15ec2e91,service,medium
9d39bf1d-ed93-4046-b35f-bc8b15ec2e91,wifi_speed,medium
9d39bf1d-ed93-4046-b35f-bc8b15ec2e91,ambience,high
acf4ed60-eafc-406d-ab9c-0609526e758c,cleanliness,high
acf4ed60-eafc-406d-ab9c-0609526e758c,wifi_speed,low
acf4ed60-eafc-406d-ab9c-0609526e758c,comfort,low
acf4ed60-eafc-406d-ab9c-0609526e758c,service,high
672e9c15-a44b-4546-a650-c9be00a7e80b,comfort,high
672e9c15-a44b-4546-a650-c9be00a7e80b,wifi_speed,medium
672e9c15-a44b-4546-a650-c9be00a7e80b,ambience,medium
bfdd15fd-e375-4922-b40d-769fbb1cd01a,service,high
bfdd15fd-e375-4922-b40d-769fbb1cd01a,wifi_speed,medium
bfdd15fd-e375-4922-b40d-769fbb1cd01a,cleanliness,high
a234442b-678a-494c-95de-8090b095892e,cleanliness,medium
a234442b-678a-494c-95de-8090b095892e,ambience,medium
a234442b-678a-494c-95de-8090b095892e,comfort,medium
a234442b-678a-494c-95de-8090b095892e,service,low
deca192e-c11a-4c97-b921-474ee9ca88ec,cleanliness,medium
deca192e-c11a-4c97-b921-474ee9ca88ec,wifi_speed,high
7b0e5bbf-fc9b-4431-9663-9487b27b8b8f,ambience,high
7b0e5bbf-fc9b-4431-9663-9487b27b8b8f,cleanliness,medium
7b0e5bbf-fc9b-4431-9663-9487b27b8b8f,wifi_speed,high
7b0e5bbf-fc9b-4431-9663-9487b27b8b8f,service,low
7b0e5bbf-fc9b-4431-9663-9487b27b8b8f,comfort,medium
223aa13d-3235-45f4-ab6c-2069fbaa182c,comfort,low
223aa13d-3235-45f4-ab6c-2069fbaa182c,ambience,medium
9f93d735-9c8e-4804-b24a-00adc036fb6f,cleanliness,low
9f93d735-9c8e-4804-b24a-00adc036fb6f,wifi_speed,medium
9f93d735-9c8e-4804-b24a-00adc036fb6f,service,medium
9f93d735-9c8e-4804-b24a-00adc036fb6f,ambience,low
82b3b24b-0aca-4d20-80fa-5da5edce2d61,wifi_speed,low
82b3b24b-0aca-4d20-80fa-5da5edce2d61,ambience,high
82b3b24b-0aca-4d20-80fa-5da5edce2d61,comfort,high
82b3b24b-0aca-4d20-80fa-5da5edce2d61,service,high
82b3b24b-0aca-4d20-80fa-5da5edce2d61,cleanliness,high
1307178d-1ae7-4a08-a1e3-15894d891dcb,comfort,low
1307178d-1ae7-4a08-a1e3-15894d891dcb,service,low
40536764-5a0a-4e8d-afe3-f91e4a7c2489,comfort,low
40536764-5a0a-4e8d-afe3-f91e4a7c2489,cleanliness,low
40536764-5a0a-4e8d-afe3-f91e4a7c2489,wifi_speed,medium
40536764-5a0a-4e8d-afe3-f91e4a7c2489,ambience,medium
c93f6511-a9aa-420c-bb00-17903300294c,wifi_speed,high
c93f6511-a9aa-420c-bb00-17903300294c,cleanliness,medium
c93f6511-a9aa-420c-bb00-17903300294c,comfort,low
