wifi_spot_visit_id,wifi_spot_visit_user_id,wifi_spot_visit_wifi_spot_id,wifi_spot_visit_start_datetime,wifi_spot_visit_end_datetime
fdc42ef6-0ff0-46e2-8539-32f79dffb8d9,d0d325a1-c660-4a20-b5cd-cbef325dd834,40ee6d73-42c2-494a-9916-3f28ff958f2b,2024-07-09 17:08:25,2024-07-09 19:08:25
c997a6ca-333d-40d2-b880-065fe965f8a7,d0d325a1-c660-4a20-b5cd-cbef325dd834,40ee6d73-42c2-494a-9916-3f28ff958f2b,2024-03-03 16:14:31,2024-03-03 21:14:31
fa477f36-d16a-48a0-95a7-2e04df6f45d3,d0d325a1-c660-4a20-b5cd-cbef325dd834,40ee6d73-42c2-494a-9916-3f28ff958f2b,2024-01-02 19:37:28,2024-01-03 00:37:28
90aab0ed-3fde-4271-b7d1-e4b12a3df9b1,d0d325a1-c660-4a20-b5cd-cbef325dd834,40ee6d73-42c2-494a-9916-3f28ff958f2b,2020-01-29 01:21:27,2020-01-29 05:21:27
9ae34baa-6232-41ea-beb0-183de1e46d40,d0d325a1-c660-4a20-b5cd-cbef325dd834,a12ed164-5af2-4c5a-9ec9-5adfeb336baf,2023-09-23 03:14:27,2023-09-23 08:14:27
96bcc998-4179-424b-83b5-84668b5329a2,d0d325a1-c660-4a20-b5cd-cbef325dd834,7d1cc506-62c1-418a-b9a8-b7a1d4e2ee84,2024-11-11 03:42:51,2024-11-11 07:42:51
a67c122f-e608-4e24-a1b2-3963c96c3b08,d0d325a1-c660-4a20-b5cd-cbef325dd834,7d1cc506-62c1-418a-b9a8-b7a1d4e2ee84,2022-04-19 17:39:47,2022-04-19 20:39:47
0e2fc584-5c61-492c-b158-98a9337c3aa0,d0d325a1-c660-4a20-b5cd-cbef325dd834,7d1cc506-62c1-418a-b9a8-b7a1d4e2ee84,2024-05-18 19:15:09,2024-05-18 22:15:09
10f943bb-4873-43db-83f7-8c82dd19e832,d0d325a1-c660-4a20-b5cd-cbef325dd834,7d1cc506-62c1-418a-b9a8-b7a1d4e2ee84,2022-10-26 10:19:24,2022-10-26 13:19:24
9856b92e-87c2-441f-ad32-fb7f041d8b8f,d0d325a1-c660-4a20-b5cd-cbef325dd834,7d1cc506-62c1-418a-b9a8-b7a1d4e2ee84,2023-02-16 14:58:29,2023-02-16 17:58:29
59f0aedb-f835-43b6-83e1-fdd2b1cdaa2b,d0d325a1-c660-4a20-b5cd-cbef325dd834,7d1cc506-62c1-418a-b9a8-b7a1d4e2ee84,2025-01-22 21:20:23,2025-01-23 01:20:23
1ebcd1f8-40f0-4e6e-92e0-6b6418226c1f,d0d325a1-c660-4a20-b5cd-cbef325dd834,7d1cc506-62c1-418a-b9a8-b7a1d4e2ee84,2020-07-29 19:00:14,2020-07-29 22:00:14
1a5f2d98-ad2e-48a1-a7ac-812e20f3f8b1,d0d325a1-c660-4a20-b5cd-cbef325dd834,35b06631-77bf-4fb0-bfc6-517e7d87c645,2024-07-18 15:05:50,2024-07-18 16:05:50
23a1df85-5069-42a9-a38e-720207dbe69d,d0d325a1-c660-4a20-b5cd-cbef325dd834,35b06631-77bf-4fb0-bfc6-517e7d87c645,2021-01-21 09:45:22,2021-01-21 10:45:22
f8290587-91a5-4729-90ff-07b7047cbca2,d0d325a1-c660-4a20-b5cd-cbef325dd834,35b06631-77bf-4fb0-bfc6-517e7d87c645,2025-04-17 12:06:42,2025-04-17 15:06:42
26cf328f-b949-4118-82e6-00d4983c8565,d0d325a1-c660-4a20-b5cd-cbef325dd834,239248ad-835e-44f1-8220-aa6b9ce9235f,2020-03-28 12:47:06,2020-03-28 13:47:06
9b15ce60-bb15-4ca3-b10c-7e5eda124c9e,d0d325a1-c660-4a20-b5cd-cbef325dd834,239248ad-835e-44f1-8220-aa6b9ce9235f,2025-01-07 00:31:37,2025-01-07 02:31:37
dc02df92-902d-4c6a-b6a5-6abbd46e7983,d0d325a1-c660-4a20-b5cd-cbef325dd834,c00a6698-4437-48b1-a9be-21ea36222992,2021-11-19 13:26:55,2021-11-19 17:26:55
9a02d4c3-2519-4377-8a7a-c5cb0555cb80,d0d325a1-c660-4a20-b5cd-cbef325dd834,c00a6698-4437-48b1-a9be-21ea36222992,2024-07-07 22:21:56,2024-07-08 03:21:56
92aa46e8-4195-4270-9b65-1de0053243e9,d0d325a1-c660-4a20-b5cd-cbef325dd834,c00a6698-4437-48b1-a9be-21ea36222992,2023-11-25 20:30:45,2023-11-26 01:30:45
c0b2e5e0-f457-409f-ac80-a7f5c81cc9fb,d0d325a1-c660-4a20-b5cd-cbef325dd834,c00a6698-4437-48b1-a9be-21ea36222992,2025-04-01 16:28:02,2025-04-01 21:28:02
65f8c9af-8229-4a31-b85b-1eaeab2031be,d0d325a1-c660-4a20-b5cd-cbef325dd834,c00a6698-4437-48b1-a9be-21ea36222992,2021-07-30 12:46:32,2021-07-30 17:46:32
ed5a959a-60ba-459f-b3a6-d45997e08e8e,d0d325a1-c660-4a20-b5cd-cbef325dd834,c00a6698-4437-48b1-a9be-21ea36222992,2021-06-06 10:25:07,2021-06-06 13:25:07
c5795453-e7b0-46f7-82f2-867ad9e9a93d,d0d325a1-c660-4a20-b5cd-cbef325dd834,c00a6698-4437-48b1-a9be-21ea36222992,2024-05-17 07:01:02,2024-05-17 10:01:02
746cad4c-6623-4a19-990f-854a25dfc997,d0d325a1-c660-4a20-b5cd-cbef325dd834,aca4358e-4ec8-4a5c-9427-404ae0fa3316,2024-12-29 21:05:34,2024-12-29 23:05:34
7707111d-987e-4c77-b33f-4addd46b730c,d0d325a1-c660-4a20-b5cd-cbef325dd834,aca4358e-4ec8-4a5c-9427-404ae0fa3316,2023-03-23 10:03:32,2023-03-23 12:03:32
b7d251c0-fb45-4949-aee8-c447cdfde77b,d0d325a1-c660-4a20-b5cd-cbef325dd834,aca4358e-4ec8-4a5c-9427-404ae0fa3316,2024-01-08 21:56:19,2024-01-09 02:56:19
ea9b47bb-37da-481e-9b40-b1bf8e6535b1,d0d325a1-c660-4a20-b5cd-cbef325dd834,aca4358e-4ec8-4a5c-9427-404ae0fa3316,2020-06-17 18:11:13,2020-06-17 20:11:13
34faa285-c420-4ea0-8b7c-f7654d08302a,d0d325a1-c660-4a20-b5cd-cbef325dd834,aca4358e-4ec8-4a5c-9427-404ae0fa3316,2023-11-15 08:42:54,2023-11-15 13:42:54
927a987b-3bb2-44c4-aa5c-a7ec2b9f5569,d0d325a1-c660-4a20-b5cd-cbef325dd834,b1983c98-b12a-4675-adf4-a1fda904f304,2022-06-06 05:56:35,2022-06-06 10:56:35
e785b58d-e795-44f1-8642-9047e734f2f5,d0d325a1-c660-4a20-b5cd-cbef325dd834,4679c7ce-7099-4288-9bd1-f19eec17a9cd,2022-08-06 21:07:35,2022-08-07 01:07:35
2d7f7b7d-7a2f-4d76-82f6-22eccbc6dc4b,d0d325a1-c660-4a20-b5cd-cbef325dd834,4679c7ce-7099-4288-9bd1-f19eec17a9cd,2020-10-23 08:55:55,2020-10-23 09:55:55
1cc30106-aed7-4979-beee-4b1093777e10,d0d325a1-c660-4a20-b5cd-cbef325dd834,4679c7ce-7099-4288-9bd1-f19eec17a9cd,2024-11-17 20:17:24,2024-11-18 01:17:24
6446a578-cdf2-41f9-89d8-ebb2eec181d8,d0d325a1-c660-4a20-b5cd-cbef325dd834,4679c7ce-7099-4288-9bd1-f19eec17a9cd,2023-10-08 02:14:46,2023-10-08 04:14:46
f79cb531-c6fc-4854-b284-1e2838cbf528,d0d325a1-c660-4a20-b5cd-cbef325dd834,4679c7ce-7099-4288-9bd1-f19eec17a9cd,2023-05-06 12:51:12,2023-05-06 14:51:12
e1df0d30-22c6-4b0f-9dff-8bcbdea85e98,d0d325a1-c660-4a20-b5cd-cbef325dd834,2c34478d-b026-4620-b499-053cec585604,2022-09-04 14:04:57,2022-09-04 15:04:57
2048e490-77e5-453b-9c87-23edb61cf560,d0d325a1-c660-4a20-b5cd-cbef325dd834,2c34478d-b026-4620-b499-053cec585604,2020-06-27 10:30:13,2020-06-27 14:30:13
3e779624-014a-415f-bf37-4363a3e1c524,d0d325a1-c660-4a20-b5cd-cbef325dd834,2c34478d-b026-4620-b499-053cec585604,2023-09-20 14:04:09,2023-09-20 19:04:09
e85228a3-6b2b-45ba-b2bb-8ebdbaa09d5a,d0d325a1-c660-4a20-b5cd-cbef325dd834,2c34478d-b026-4620-b499-053cec585604,2020-04-15 03:30:52,2020-04-15 05:30:52
43f94dc0-024e-4bf1-8c05-6a05f3ef291c,d0d325a1-c660-4a20-b5cd-cbef325dd834,28109505-47bd-4984-b74a-2f489dc52cfc,2020-09-02 09:34:59,2020-09-02 11:34:59
338bc3ee-b92d-4449-863f-ce24d5ca836e,d0d325a1-c660-4a20-b5cd-cbef325dd834,28109505-47bd-4984-b74a-2f489dc52cfc,2023-06-01 01:45:20,2023-06-01 02:45:20
9bd56b22-2c60-4492-a924-078700ae792d,d0d325a1-c660-4a20-b5cd-cbef325dd834,28109505-47bd-4984-b74a-2f489dc52cfc,2023-06-04 14:46:26,2023-06-04 17:46:26
54d6124a-1c18-4ba9-82f6-a6b8cde201ff,d0d325a1-c660-4a20-b5cd-cbef325dd834,66bd00da-e125-4792-bad1-fe858ffa9f47,2022-06-27 03:34:14,2022-06-27 07:34:14
6d3f85d8-a717-4728-8b2a-2d42ec538d26,d0d325a1-c660-4a20-b5cd-cbef325dd834,66bd00da-e125-4792-bad1-fe858ffa9f47,2023-09-19 18:48:35,2023-09-19 23:48:35
7f698ae1-713b-4f22-8ca7-69f76f60a8fd,d0d325a1-c660-4a20-b5cd-cbef325dd834,6fdccb73-2b71-4932-96d8-33e1566e3370,2025-03-13 01:51:38,2025-03-13 03:51:38
cf90c364-62dc-4e92-8738-b18804dcbe4b,d0d325a1-c660-4a20-b5cd-cbef325dd834,6fdccb73-2b71-4932-96d8-33e1566e3370,2022-10-05 18:22:06,2022-10-05 20:22:06
3b5b6ef2-6412-4948-a4d8-ed2ac1d540cb,d0d325a1-c660-4a20-b5cd-cbef325dd834,6fdccb73-2b71-4932-96d8-33e1566e3370,2020-11-10 07:06:00,2020-11-10 08:06:00
f7d16d1d-5295-4c84-8e24-1bf00606da51,d0d325a1-c660-4a20-b5cd-cbef325dd834,6fdccb73-2b71-4932-96d8-33e1566e3370,2021-07-09 18:14:44,2021-07-09 19:14:44
ea683ead-098a-42c1-940c-c54f1179f06d,d0d325a1-c660-4a20-b5cd-cbef325dd834,6fdccb73-2b71-4932-96d8-33e1566e3370,2025-01-04 23:54:35,2025-01-05 04:54:35
bb8f0a9d-ac87-4dea-9a80-bb25f652369c,d0d325a1-c660-4a20-b5cd-cbef325dd834,6fdccb73-2b71-4932-96d8-33e1566e3370,2022-10-16 03:55:36,2022-10-16 07:55:36
7145e40d-c515-484d-8023-eb1504097a3f,d0d325a1-c660-4a20-b5cd-cbef325dd834,6fdccb73-2b71-4932-96d8-33e1566e3370,2022-06-22 20:17:03,2022-06-22 23:17:03
7b37e812-65ff-4ff7-a5dc-516599dda0c8,d0d325a1-c660-4a20-b5cd-cbef325dd834,7e460518-6ab1-41fc-b14e-06f346c92b34,2023-11-13 16:48:27,2023-11-13 19:48:27
a12ce0c5-a0b5-4461-a347-bc351f6a97da,d0d325a1-c660-4a20-b5cd-cbef325dd834,7e460518-6ab1-41fc-b14e-06f346c92b34,2021-01-20 00:14:05,2021-01-20 02:14:05
3a9cf77a-960d-4786-81da-de8091b85d6f,d0d325a1-c660-4a20-b5cd-cbef325dd834,7e460518-6ab1-41fc-b14e-06f346c92b34,2022-08-24 18:55:16,2022-08-24 19:55:16
21eac512-5497-4b7a-93ae-aaf94e927e49,d0d325a1-c660-4a20-b5cd-cbef325dd834,7e460518-6ab1-41fc-b14e-06f346c92b34,2020-03-14 08:05:43,2020-03-14 11:05:43
fc7cd3e0-60cf-4395-b1ab-0335bdc26c0f,d0d325a1-c660-4a20-b5cd-cbef325dd834,7e460518-6ab1-41fc-b14e-06f346c92b34,2023-06-15 19:54:18,2023-06-15 23:54:18
79fa6c4f-413e-4c4f-8de7-57d247d8dafd,d0d325a1-c660-4a20-b5cd-cbef325dd834,7e460518-6ab1-41fc-b14e-06f346c92b34,2024-08-16 04:01:58,2024-08-16 08:01:58
75e066b1-e47a-4ca5-9f02-1a303c345afb,d0d325a1-c660-4a20-b5cd-cbef325dd834,7e460518-6ab1-41fc-b14e-06f346c92b34,2021-06-21 02:55:25,2021-06-21 04:55:25
7f09394b-798b-47f8-a09a-a0afe09b31a3,d0d325a1-c660-4a20-b5cd-cbef325dd834,7e460518-6ab1-41fc-b14e-06f346c92b34,2020-03-07 17:21:44,2020-03-07 22:21:44
e7d0444d-bc64-4276-9d34-9b11a119f18b,d0d325a1-c660-4a20-b5cd-cbef325dd834,7e460518-6ab1-41fc-b14e-06f346c92b34,2022-09-15 11:59:07,2022-09-15 14:59:07
9dfacd03-b2ae-4e84-820a-ab08416c6791,d0d325a1-c660-4a20-b5cd-cbef325dd834,e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,2023-02-02 11:30:08,2023-02-02 15:30:08
c54d6217-40c0-47be-b58d-6aa03c89f9ad,d0d325a1-c660-4a20-b5cd-cbef325dd834,e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,2020-05-29 13:57:20,2020-05-29 14:57:20
3a973862-b63c-4dab-83e5-cb937d8efcce,d0d325a1-c660-4a20-b5cd-cbef325dd834,e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,2025-01-16 02:47:41,2025-01-16 06:47:41
ada18920-82c5-44e1-bf91-3afbe13dfa2f,d0d325a1-c660-4a20-b5cd-cbef325dd834,e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,2022-02-27 01:13:37,2022-02-27 06:13:37
85ef8ff2-1667-4e29-8b35-a9a34f7785b5,d0d325a1-c660-4a20-b5cd-cbef325dd834,e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,2024-07-30 22:29:10,2024-07-31 03:29:10
17f64120-aee8-42f1-bf9c-e362aa623f97,d0d325a1-c660-4a20-b5cd-cbef325dd834,e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,2024-02-13 14:00:14,2024-02-13 16:00:14
7a1571ae-85b3-4cc6-bb8d-4e8e1ba2c213,d0d325a1-c660-4a20-b5cd-cbef325dd834,e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,2024-02-24 19:14:14,2024-02-24 21:14:14
ba32c58e-bfa7-42ce-95cd-a95af3c149dc,d0d325a1-c660-4a20-b5cd-cbef325dd834,e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,2023-12-11 21:51:36,2023-12-12 00:51:36
13e38d48-e385-4eef-a422-42fad4d13578,d0d325a1-c660-4a20-b5cd-cbef325dd834,e36abedb-fdb3-4591-9ce6-aea52ed0c3e2,2021-06-23 03:17:38,2021-06-23 04:17:38
d93747b4-5ed1-4edd-a46c-d7128b4c9b24,d0d325a1-c660-4a20-b5cd-cbef325dd834,adb39efa-026c-4f9a-a990-add9a2ffef39,2023-06-10 23:54:38,2023-06-11 01:54:38
426694fb-f3ce-4a84-920f-296e741f0ea9,d0d325a1-c660-4a20-b5cd-cbef325dd834,e287fd62-fc42-4c74-89f7-9edae75bfc5c,2022-05-16 07:33:49,2022-05-16 11:33:49
06480b7a-c4b5-4789-a831-bfddfd506545,d0d325a1-c660-4a20-b5cd-cbef325dd834,e287fd62-fc42-4c74-89f7-9edae75bfc5c,2021-03-31 10:46:10,2021-03-31 13:46:10
54e36f7e-f837-49db-b9f1-8f35ac4b1fa8,d0d325a1-c660-4a20-b5cd-cbef325dd834,e287fd62-fc42-4c74-89f7-9edae75bfc5c,2021-08-31 00:41:28,2021-08-31 02:41:28
a7ea31dd-424b-4d55-96ba-528729be227e,d0d325a1-c660-4a20-b5cd-cbef325dd834,e287fd62-fc42-4c74-89f7-9edae75bfc5c,2024-08-19 20:48:35,2024-08-20 00:48:35
992aec5a-6edd-422d-9f3d-7012ba4ef820,d0d325a1-c660-4a20-b5cd-cbef325dd834,e287fd62-fc42-4c74-89f7-9edae75bfc5c,2022-07-17 15:53:09,2022-07-17 16:53:09
7876d379-f3e9-4ce8-b749-c3507006a94a,d0d325a1-c660-4a20-b5cd-cbef325dd834,e287fd62-fc42-4c74-89f7-9edae75bfc5c,2021-04-30 20:00:09,2021-05-01 01:00:09
38a2d193-7f93-44f2-89c7-cefd828c7b1e,d0d325a1-c660-4a20-b5cd-cbef325dd834,e287fd62-fc42-4c74-89f7-9edae75bfc5c,2021-02-26 08:28:18,2021-02-26 09:28:18
76eec702-9204-4c3a-932f-ec0d5e869d7c,d0d325a1-c660-4a20-b5cd-cbef325dd834,f65b7f8b-9107-43e8-9fec-0c151cd0e3a1,2022-06-18 08:47:34,2022-06-18 12:47:34
89796c42-5531-4c4f-9929-883f93b752f2,d0d325a1-c660-4a20-b5cd-cbef325dd834,f65b7f8b-9107-43e8-9fec-0c151cd0e3a1,2020-12-29 02:52:13,2020-12-29 04:52:13
c18f200b-accd-4788-baf0-074692f9090b,d0d325a1-c660-4a20-b5cd-cbef325dd834,f65b7f8b-9107-43e8-9fec-0c151cd0e3a1,2021-08-03 20:01:14,2021-08-04 01:01:14
00479acd-2960-4ceb-bc49-1a657e89b3ab,d0d325a1-c660-4a20-b5cd-cbef325dd834,f65b7f8b-9107-43e8-9fec-0c151cd0e3a1,2020-03-13 10:47:23,2020-03-13 11:47:23
4844553f-a2ed-4d04-a3f9-2558478c1a60,d0d325a1-c660-4a20-b5cd-cbef325dd834,f65b7f8b-9107-43e8-9fec-0c151cd0e3a1,2025-04-19 14:14:53,2025-04-19 16:14:53
e9450973-dbba-4b61-8208-f081acd89a36,d0d325a1-c660-4a20-b5cd-cbef325dd834,f65b7f8b-9107-43e8-9fec-0c151cd0e3a1,2024-10-26 17:10:13,2024-10-26 22:10:13
d3b63f72-1276-4cb0-8aa5-10a44fda2ffc,d0d325a1-c660-4a20-b5cd-cbef325dd834,f65b7f8b-9107-43e8-9fec-0c151cd0e3a1,2021-01-01 19:14:26,2021-01-01 20:14:26
f26e43b4-06d7-4b5e-9260-5953520a098b,d0d325a1-c660-4a20-b5cd-cbef325dd834,f65b7f8b-9107-43e8-9fec-0c151cd0e3a1,2025-03-02 13:36:26,2025-03-02 18:36:26
3018a48a-38c5-42ae-8886-2ab3a731079c,d0d325a1-c660-4a20-b5cd-cbef325dd834,609303c4-35d0-4bef-827f-efbc45bdfd3b,2021-04-25 15:45:17,2021-04-25 19:45:17
c88347c5-f53f-4969-95ae-1cf262c760dd,d0d325a1-c660-4a20-b5cd-cbef325dd834,609303c4-35d0-4bef-827f-efbc45bdfd3b,2020-05-21 13:26:09,2020-05-21 17:26:09
86195a84-27bf-4f87-81c5-0209d549962d,d0d325a1-c660-4a20-b5cd-cbef325dd834,609303c4-35d0-4bef-827f-efbc45bdfd3b,2020-08-26 10:52:10,2020-08-26 11:52:10
8d32706c-a019-4ad3-bbd5-b69a177070ac,d0d325a1-c660-4a20-b5cd-cbef325dd834,609303c4-35d0-4bef-827f-efbc45bdfd3b,2023-09-17 18:02:29,2023-09-17 21:02:29
e14d01e8-e5b8-4364-b6d5-9b8f105464e2,d0d325a1-c660-4a20-b5cd-cbef325dd834,609303c4-35d0-4bef-827f-efbc45bdfd3b,2021-07-08 16:25:04,2021-07-08 20:25:04
